from_issue_key,to_issue_key,link_type,raw_link_type,direction
MAPREDUCE-7368,HIVE-25717,relates to,Reference,outward
MAPREDUCE-7368,MAPREDUCE-2548,supercedes,Supercedes,outward
MAPREDUCE-7366,MAPREDUCE-7331,duplicates,Duplicate,outward
MAPREDUCE-7341,MAPREDUCE-7366,is superceded by,Supercedes,inward
MAPREDUCE-7352,YARN-9817,duplicates,Duplicate,outward
HADOOP-17098,MAPREDUCE-7350,is part of,Incorporates,inward
HADOOP-17152,MAPREDUCE-7350,is related to,Reference,inward
HADOOP-17683,MAPREDUCE-7348,is broken by,Regression,inward
HADOOP-17979,MAPREDUCE-7341,is blocked by,Blocker,inward
MAPREDUCE-7341,HADOOP-17976,contains,Container,outward
MAPREDUCE-7341,HADOOP-16204,incorporates,Incorporates,outward
MAPREDUCE-7341,MAPREDUCE-7331,relates to,Reference,outward
HADOOP-17691,MAPREDUCE-7341,is related to,Reference,inward
HADOOP-17502,MAPREDUCE-7341,is related to,Reference,inward
HADOOP-17981,MAPREDUCE-7341,is related to,Reference,inward
MAPREDUCE-7341,HADOOP-17274,supercedes,Supercedes,outward
MAPREDUCE-7341,MAPREDUCE-7282,supercedes,Supercedes,outward
MAPREDUCE-7341,MAPREDUCE-7300,supercedes,Supercedes,outward
MAPREDUCE-7341,MAPREDUCE-7366,supercedes,Supercedes,outward
MAPREDUCE-7341,HADOOP-17906,Testing discovered,Testing,outward
HADOOP-17833,MAPREDUCE-7341,is depended upon by,dependent,inward
HADOOP-17133,MAPREDUCE-7334,is broken by,Regression,inward
MAPREDUCE-7366,MAPREDUCE-7331,is duplicated by,Duplicate,inward
MAPREDUCE-7341,MAPREDUCE-7331,is related to,Reference,inward
MAPREDUCE-7322,MAPREDUCE-7325,is related to,Reference,inward
HADOOP-16747,MAPREDUCE-7323,is a child of,Child-Issue,inward
MAPREDUCE-7322,MAPREDUCE-7321,fixes,Completes,outward
MAPREDUCE-7322,MAPREDUCE-7325,relates to,Reference,outward
MAPREDUCE-7320,MAPREDUCE-7321,is fixed by,Completes,inward
MAPREDUCE-7322,MAPREDUCE-7321,is fixed by,Completes,inward
MAPREDUCE-7320,MAPREDUCE-7321,fixes,Completes,outward
HADOOP-16830,MAPREDUCE-7315,is a child of,Child-Issue,inward
HADOOP-16264,MAPREDUCE-7305,is a child of,Child-Issue,inward
HADOOP-16878,MAPREDUCE-7303,is broken by,Regression,inward
MAPREDUCE-7302,HADOOP-17316,relates to,Reference,outward
YARN-10460,MAPREDUCE-7302,is related to,Reference,inward
MAPREDUCE-7300,MAPREDUCE-7282,relates to,Reference,outward
SPARK-33019,MAPREDUCE-7300,is related to,Reference,inward
MAPREDUCE-7341,MAPREDUCE-7300,is superceded by,Supercedes,inward
MAPREDUCE-7294,MAPREDUCE-6824,relates to,Reference,outward
MAPREDUCE-7287,HADOOP-17122,relates to,Reference,outward
HADOOP-17095,MAPREDUCE-7286,is a child of,Child-Issue,inward
MAPREDUCE-7286,MAPREDUCE-6881,depends upon,dependent,outward
MAPREDUCE-7281,MAPREDUCE-7285,is related to,Reference,inward
HDFS-15450,MAPREDUCE-7284,is broken by,Regression,inward
SPARK-33019,MAPREDUCE-7282,is related to,Reference,inward
MAPREDUCE-7300,MAPREDUCE-7282,is related to,Reference,inward
MAPREDUCE-7341,MAPREDUCE-7282,is superceded by,Supercedes,inward
MAPREDUCE-7281,MAPREDUCE-7285,relates to,Reference,outward
MAPREDUCE-7280,HBASE-24521,blocks,Blocker,outward
MAPREDUCE-6485,MAPREDUCE-7278,is caused by,Problem/Incident,inward
MAPREDUCE-7274,MAPREDUCE-5583,relates to,Reference,outward
YARN-9879,MAPREDUCE-7269,is broken by,Regression,inward
MAPREDUCE-7237,MAPREDUCE-7268,is broken by,Regression,inward
MAPREDUCE-7185,MAPREDUCE-7267,is related to,Reference,inward
MAPREDUCE-7240,MAPREDUCE-7264,is related to,Reference,inward
MAPREDUCE-7249,MAPREDUCE-7264,is related to,Reference,inward
YARN-1469,MAPREDUCE-7264,is related to,Reference,inward
MAPREDUCE-7260,YARN-10029,blocks,Blocker,outward
MAPREDUCE-7257,MAPREDUCE-7256,duplicates,Duplicate,outward
MAPREDUCE-7252,MAPREDUCE-7257,is broken by,Regression,inward
MAPREDUCE-7257,MAPREDUCE-7256,is duplicated by,Duplicate,inward
MAPREDUCE-7208,MAPREDUCE-7252,is a child of,Child-Issue,inward
MAPREDUCE-7252,MAPREDUCE-7257,breaks,Regression,outward
MAPREDUCE-7249,MAPREDUCE-7264,relates to,Reference,outward
MAPREDUCE-7240,MAPREDUCE-7249,is related to,Reference,inward
MAPREDUCE-7240,MAPREDUCE-7249,relates to,Reference,outward
MAPREDUCE-7240,MAPREDUCE-7264,relates to,Reference,outward
MAPREDUCE-6197,MAPREDUCE-7237,is related to,Reference,inward
MAPREDUCE-7237,MAPREDUCE-7268,breaks,Regression,outward
MAPREDUCE-6415,MAPREDUCE-7236,is related to,Reference,inward
MAPREDUCE-6415,MAPREDUCE-7235,is related to,Reference,inward
MAPREDUCE-7231,MAPREDUCE-7099,duplicates,Duplicate,outward
YARN-9451,MAPREDUCE-7230,is caused by,Problem/Incident,inward
HADOOP-12747,MAPREDUCE-7225,is caused by,Problem/Incident,inward
MAPREDUCE-7208,MAPREDUCE-7252,is a parent of,Child-Issue,outward
MAPREDUCE-7208,TEZ-4106,relates to,Reference,outward
MAPREDUCE-7207,MAPREDUCE-7010,relates to,Reference,outward
MAPREDUCE-7205,YARN-4597,relates to,Reference,outward
MAPREDUCE-7201,MAPREDUCE-7010,relates to,Reference,outward
MAPREDUCE-6190,MAPREDUCE-7198,is broken by,Regression,inward
MAPREDUCE-6740,MAPREDUCE-7195,is caused by,Problem/Incident,inward
MAPREDUCE-7194,MAPREDUCE-7193,supercedes,Supercedes,outward
MAPREDUCE-7194,MAPREDUCE-7193,is superceded by,Supercedes,inward
MAPREDUCE-7186,MAPREDUCE-7056,duplicates,Duplicate,outward
MAPREDUCE-7185,MAPREDUCE-7267,relates to,Reference,outward
HADOOP-16107,MAPREDUCE-7184,is caused by,Problem/Incident,inward
HADOOP-15229,MAPREDUCE-7184,is caused by,Problem/Incident,inward
MAPREDUCE-7184,HADOOP-14394,relates to,Reference,outward
MAPREDUCE-7184,HADOOP-14397,relates to,Reference,outward
MAPREDUCE-7182,HADOOP-15364,depends upon,dependent,outward
MAPREDUCE-7182,HADOOP-15229,depends upon,dependent,outward
HADOOP-13887,MAPREDUCE-7182,is depended upon by,dependent,inward
HADOOP-16829,MAPREDUCE-7182,is depended upon by,dependent,inward
MAPREDUCE-7181,YARN-3488,requires,Required,outward
MAPREDUCE-7180,YARN-9347,relates to,Reference,outward
YARN-9260,MAPREDUCE-7180,is related to,Reference,inward
YARN-1197,MAPREDUCE-7180,is related to,Reference,inward
MAPREDUCE-7179,MAPREDUCE-6762,relates to,Reference,outward
MAPREDUCE-7179,MAPREDUCE-6852,relates to,Reference,outward
MAPREDUCE-7179,MAPREDUCE-6566,relates to,Reference,outward
MAPREDUCE-7125,MAPREDUCE-7175,is duplicated by,Duplicate,inward
MAPREDUCE-7175,MAPREDUCE-6052,relates to,Reference,outward
MAPREDUCE-6719,MAPREDUCE-7172,is caused by,Problem/Incident,inward
YARN-8223,MAPREDUCE-7170,is broken by,Regression,inward
MAPREDUCE-7169,MAPREDUCE-6066,duplicates,Duplicate,outward
YARN-9835,MAPREDUCE-7165,is duplicated by,Duplicate,inward
YARN-9555,MAPREDUCE-7165,is duplicated by,Duplicate,inward
MAPREDUCE-7061,MAPREDUCE-7165,is broken by,Regression,inward
HADOOP-15961,MAPREDUCE-7164,is related to,Reference,inward
MAPREDUCE-7158,MAPREDUCE-7162,is broken by,Regression,inward
MAPREDUCE-7159,MAPREDUCE-7033,relates to,Reference,outward
MAPREDUCE-7158,MAPREDUCE-7162,breaks,Regression,outward
HADOOP-15836,MAPREDUCE-7155,is caused by,Problem/Incident,inward
MAPREDUCE-7154,HADOOP-14556,relates to,Reference,outward
HADOOP-15862,MAPREDUCE-7154,is related to,Reference,inward
MAPREDUCE-6515,MAPREDUCE-7151,is related to,Reference,inward
HADOOP-14556,MAPREDUCE-7149,is related to,Reference,inward
MAPREDUCE-7148,TEZ-4110,relates to,Reference,outward
MAPREDUCE-7142,HADOOP-11123,blocks,Blocker,outward
HADOOP-15775,MAPREDUCE-7142,is superceded by,Supercedes,inward
HADOOP-15909,MAPREDUCE-7141,is related to,Reference,inward
MAPREDUCE-7140,MAPREDUCE-7133,relates to,Reference,outward
MAPREDUCE-6178,MAPREDUCE-7137,is duplicated by,Duplicate,inward
HADOOP-15738,MAPREDUCE-7137,is duplicated by,Duplicate,inward
MAPREDUCE-6440,MAPREDUCE-7133,is duplicated by,Duplicate,inward
MAPREDUCE-7140,MAPREDUCE-7133,is related to,Reference,inward
MAPREDUCE-7131,MAPREDUCE-7015,relates to,Reference,outward
MAPREDUCE-7125,MAPREDUCE-7175,duplicates,Duplicate,outward
MAPREDUCE-4503,MAPREDUCE-7118,is caused by,Problem/Incident,inward
MAPREDUCE-7118,MAPREDUCE-4549,relates to,Reference,outward
HADOOP-15475,MAPREDUCE-7111,is related to,Reference,inward
MAPREDUCE-7109,MAPREDUCE-5817,relates to,Reference,outward
HADOOP-15475,MAPREDUCE-7108,is related to,Reference,inward
HADOOP-15475,MAPREDUCE-7105,is related to,Reference,inward
MAPREDUCE-7104,MAPREDUCE-7103,duplicates,Duplicate,outward
MAPREDUCE-7104,HADOOP-15475,relates to,Reference,outward
MAPREDUCE-7104,MAPREDUCE-7103,is duplicated by,Duplicate,inward
HADOOP-15475,MAPREDUCE-7103,is related to,Reference,inward
HADOOP-15475,MAPREDUCE-7102,is related to,Reference,inward
MAPREDUCE-7101,MAPREDUCE-6251,relates to,Reference,outward
MAPREDUCE-7101,MAPREDUCE-6680,relates to,Reference,outward
MAPREDUCE-7100,YARN-9276,relates to,Reference,outward
MAPREDUCE-7231,MAPREDUCE-7099,is duplicated by,Duplicate,inward
MAPREDUCE-7079,MAPREDUCE-7099,is caused by,Problem/Incident,inward
HADOOP-16058,MAPREDUCE-7099,is depended upon by,dependent,inward
HADOOP-10783,MAPREDUCE-7098,is part of,Incorporates,inward
MAPREDUCE-7097,YARN-7157,relates to,Reference,outward
HADOOP-16058,MAPREDUCE-7092,Is contained by,Container,inward
HADOOP-16058,MAPREDUCE-7092,is part of,Incorporates,inward
MAPREDUCE-7092,MAPREDUCE-5907,relates to,Reference,outward
HADOOP-15620,MAPREDUCE-7092,is depended upon by,dependent,inward
HADOOP-16058,MAPREDUCE-7091,Is contained by,Container,inward
HADOOP-16153,MAPREDUCE-7091,is duplicated by,Duplicate,inward
HADOOP-16058,MAPREDUCE-7091,is part of,Incorporates,inward
HADOOP-16058,MAPREDUCE-7090,Is contained by,Container,inward
HADOOP-16058,MAPREDUCE-7090,is part of,Incorporates,inward
MAPREDUCE-7086,HIVE-19258,blocks,Blocker,outward
HIVE-23072,MAPREDUCE-7086,is related to,Reference,inward
MAPREDUCE-7080,MAPREDUCE-7081,is duplicated by,Duplicate,inward
MAPREDUCE-7080,MAPREDUCE-7081,duplicates,Duplicate,outward
MAPREDUCE-7079,MAPREDUCE-7099,causes,Problem/Incident,outward
MAPREDUCE-7079,HADOOP-16810,requires,Required,outward
MAPREDUCE-7036,MAPREDUCE-7077,is broken by,Regression,inward
MAPREDUCE-7070,YARN-8170,relates to,Reference,outward
YARN-6830,MAPREDUCE-7069,is related to,Reference,inward
YARN-8071,MAPREDUCE-7069,is related to,Reference,inward
YARN-6434,MAPREDUCE-7069,is related to,Reference,inward
HADOOP-11640,MAPREDUCE-7069,is related to,Reference,inward
MAPREDUCE-7066,HADOOP-11123,relates to,Reference,outward
MAPREDUCE-7065,YARN-6058,requires,Required,outward
MAPREDUCE-7065,YARN-5627,requires,Required,outward
MAPREDUCE-7061,MAPREDUCE-7165,breaks,Regression,outward
MAPREDUCE-7060,HADOOP-13786,relates to,Reference,outward
MAPREDUCE-6956,MAPREDUCE-7060,is related to,Reference,inward
MAPREDUCE-6954,MAPREDUCE-7059,is broken by,Regression,inward
MAPREDUCE-7058,YARN-7962,duplicates,Duplicate,outward
MAPREDUCE-7186,MAPREDUCE-7056,is duplicated by,Duplicate,inward
YARN-7677,MAPREDUCE-7055,is broken by,Regression,inward
MAPREDUCE-5124,MAPREDUCE-7053,is broken by,Regression,inward
MAPREDUCE-7049,YARN-7876,duplicates,Duplicate,outward
YARN-7876,MAPREDUCE-7049,is broken by,Regression,inward
YARN-2185,MAPREDUCE-7049,is broken by,Regression,inward
YARN-7891,MAPREDUCE-7047,is blocked by,Blocker,inward
MAPREDUCE-7047,YARN-7883,duplicates,Duplicate,outward
MAPREDUCE-6984,MAPREDUCE-7041,is broken by,Regression,inward
MAPREDUCE-7039,YARN-7694,Dependency,Dependency,outward
MAPREDUCE-7036,MAPREDUCE-7077,breaks,Regression,outward
MAPREDUCE-7033,HADOOP-11347,relates to,Reference,outward
MAPREDUCE-7159,MAPREDUCE-7033,is related to,Reference,inward
TEZ-3894,MAPREDUCE-7033,is related to,Reference,inward
MAPREDUCE-5124,MAPREDUCE-7028,is broken by,Regression,inward
MAPREDUCE-6415,MAPREDUCE-7027,is related to,Reference,inward
MAPREDUCE-6415,MAPREDUCE-7023,is related to,Reference,inward
MAPREDUCE-7022,MAPREDUCE-6489,relates to,Reference,outward
MAPREDUCE-7015,MAPREDUCE-7020,is related to,Reference,inward
MAPREDUCE-5124,MAPREDUCE-7020,is broken by,Regression,inward
MAPREDUCE-7015,MAPREDUCE-7020,relates to,Reference,outward
MAPREDUCE-7131,MAPREDUCE-7015,is related to,Reference,inward
HADOOP-13786,MAPREDUCE-7014,is broken by,Regression,inward
MAPREDUCE-7011,MAPREDUCE-7013,is related to,Reference,inward
MAPREDUCE-7011,MAPREDUCE-7013,relates to,Reference,outward
MAPREDUCE-7207,MAPREDUCE-7010,is related to,Reference,inward
MAPREDUCE-7201,MAPREDUCE-7010,is related to,Reference,inward
MAPREDUCE-7009,HADOOP-14995,requires,Required,outward
MAPREDUCE-6992,MAPREDUCE-6441,duplicates,Duplicate,outward
HADOOP-14966,MAPREDUCE-6987,is blocked by,Blocker,inward
MAPREDUCE-6634,MAPREDUCE-6987,is broken by,Regression,inward
MAPREDUCE-6985,MAPREDUCE-2841,relates to,Reference,outward
MAPREDUCE-6984,MAPREDUCE-7041,breaks,Regression,outward
MAPREDUCE-6982,MAPREDUCE-6659,duplicates,Duplicate,outward
MAPREDUCE-6978,MAPREDUCE-6922,duplicates,Duplicate,outward
MAPREDUCE-6974,HADOOP-13786,relates to,Reference,outward
HADOOP-15220,MAPREDUCE-6974,is depended upon by,dependent,inward
MAPREDUCE-6415,MAPREDUCE-6970,is related to,Reference,inward
MAPREDUCE-6954,MAPREDUCE-6968,is broken by,Regression,inward
MAPREDUCE-6967,HADOOP-14713,relates to,Reference,outward
MAPREDUCE-6966,HADOOP-14713,relates to,Reference,outward
MAPREDUCE-6965,HADOOP-14713,relates to,Reference,outward
MAPREDUCE-6964,HADOOP-14713,relates to,Reference,outward
MAPREDUCE-6962,HADOOP-7308,duplicates,Duplicate,outward
HADOOP-1553,MAPREDUCE-6962,is broken by,Regression,inward
HADOOP-13786,MAPREDUCE-6961,Is contained by,Container,inward
MAPREDUCE-6961,MAPREDUCE-6823,relates to,Reference,outward
MAPREDUCE-6961,SPARK-21549,relates to,Reference,outward
MAPREDUCE-6961,MAPREDUCE-6956,relates to,Reference,outward
MAPREDUCE-6303,MAPREDUCE-6957,is broken by,Regression,inward
MAPREDUCE-6956,MAPREDUCE-7060,relates to,Reference,outward
MAPREDUCE-6961,MAPREDUCE-6956,is related to,Reference,inward
MAPREDUCE-6823,MAPREDUCE-6956,is depended upon by,dependent,inward
HADOOP-13786,MAPREDUCE-6956,is depended upon by,dependent,inward
MAPREDUCE-6954,HDFS-12919,relates to,Reference,outward
MAPREDUCE-6954,MAPREDUCE-7059,breaks,Regression,outward
MAPREDUCE-6954,MAPREDUCE-6968,breaks,Regression,outward
YARN-2098,MAPREDUCE-6953,is related to,Reference,inward
MAPREDUCE-6952,MAPREDUCE-6846,relates to,Reference,outward
MAPREDUCE-6949,MAPREDUCE-6648,duplicates,Duplicate,outward
HADOOP-12956,MAPREDUCE-6946,is related to,Reference,inward
MAPREDUCE-6945,HADOOP-14729,relates to,Reference,outward
MAPREDUCE-6943,YARN-9802,Parent Feature,Parent Feature,outward
MAPREDUCE-6732,MAPREDUCE-6943,is related to,Reference,inward
MAPREDUCE-6704,MAPREDUCE-6941,is related to,Reference,inward
MAPREDUCE-6870,MAPREDUCE-6939,is related to,Reference,inward
MAPREDUCE-6937,MAPREDUCE-6870,relates to,Reference,outward
MAPREDUCE-6933,MAPREDUCE-5409,duplicates,Duplicate,outward
MAPREDUCE-6933,MAPREDUCE-3932,duplicates,Duplicate,outward
MAPREDUCE-6050,MAPREDUCE-6932,is blocked by,Blocker,inward
HADOOP-14693,MAPREDUCE-6932,is related to,Reference,inward
YARN-7689,MAPREDUCE-6926,is broken by,Regression,inward
MAPREDUCE-6926,YARN-6921,depends upon,dependent,outward
MAPREDUCE-6925,MAPREDUCE-5875,is a clone of,Cloners,outward
MAPREDUCE-6925,MAPREDUCE-6288,supercedes,Supercedes,outward
MAPREDUCE-6924,MAPREDUCE-6288,relates to,Reference,outward
MAPREDUCE-6923,MAPREDUCE-5791,relates to,Reference,outward
MAPREDUCE-6922,MAPREDUCE-6829,duplicates,Duplicate,outward
MAPREDUCE-6978,MAPREDUCE-6922,is duplicated by,Duplicate,inward
HADOOP-14539,MAPREDUCE-6921,is broken by,Regression,inward
MAPREDUCE-6918,MAPREDUCE-6919,is duplicated by,Duplicate,inward
MAPREDUCE-6918,MAPREDUCE-6919,duplicates,Duplicate,outward
MAPREDUCE-6909,MAPREDUCE-6911,is broken by,Regression,inward
MAPREDUCE-6909,HADOOP-15385,breaks,Regression,outward
MAPREDUCE-6909,MAPREDUCE-6911,breaks,Regression,outward
MAPREDUCE-5762,MAPREDUCE-6909,is broken by,Regression,inward
HADOOP-13341,MAPREDUCE-6904,is broken by,Regression,inward
MAPREDUCE-6902,YARN-6717,relates to,Reference,outward
HADOOP-14534,MAPREDUCE-6902,is related to,Reference,inward
MAPREDUCE-6898,MAPREDUCE-6815,duplicates,Duplicate,outward
MAPREDUCE-6895,MAPREDUCE-6897,is related to,Reference,inward
MAPREDUCE-6895,MAPREDUCE-6897,relates to,Reference,outward
YARN-6584,MAPREDUCE-6894,is superceded by,Supercedes,inward
MAPREDUCE-6891,MAPREDUCE-6549,duplicates,Duplicate,outward
MAPREDUCE-6304,MAPREDUCE-6890,is related to,Reference,inward
HADOOP-14456,MAPREDUCE-6887,is related to,Reference,inward
YARN-6646,MAPREDUCE-6887,is related to,Reference,inward
MAPREDUCE-6886,MAPREDUCE-6288,duplicates,Duplicate,outward
MAPREDUCE-6886,MAPREDUCE-6288,relates to,Reference,outward
MAPREDUCE-6882,HDFS-11745,relates to,Reference,outward
MAPREDUCE-6882,YARN-6552,relates to,Reference,outward
HADOOP-14377,MAPREDUCE-6882,is related to,Reference,inward
MAPREDUCE-6881,HADOOP-14336,relates to,Reference,outward
MAPREDUCE-7286,MAPREDUCE-6881,is depended upon by,dependent,inward
MAPREDUCE-6876,SPARK-20328,relates to,Reference,outward
MAPREDUCE-6871,OOZIE-2874,relates to,Reference,outward
YARN-6050,MAPREDUCE-6871,is related to,Reference,inward
MAPREDUCE-6870,MAPREDUCE-6939,relates to,Reference,outward
MAPREDUCE-6870,MAPREDUCE-5817,relates to,Reference,outward
MAPREDUCE-6937,MAPREDUCE-6870,is related to,Reference,inward
MAPREDUCE-6862,MAPREDUCE-6846,relates to,Reference,outward
MAPREDUCE-6690,MAPREDUCE-6862,is broken by,Regression,inward
MAPREDUCE-6526,MAPREDUCE-6861,is broken by,Regression,inward
MAPREDUCE-6839,MAPREDUCE-6856,is related to,Reference,inward
MAPREDUCE-7179,MAPREDUCE-6852,is related to,Reference,inward
HIVE-16044,MAPREDUCE-6850,is part of,Incorporates,inward
MAPREDUCE-6850,MAPREDUCE-5787,relates to,Reference,outward
MAPREDUCE-6850,TEZ-3633,relates to,Reference,outward
MAPREDUCE-6849,YARN-3054,relates to,Reference,outward
MAPREDUCE-6849,MAPREDUCE-5269,relates to,Reference,outward
MAPREDUCE-6952,MAPREDUCE-6846,is related to,Reference,inward
MAPREDUCE-6862,MAPREDUCE-6846,is related to,Reference,inward
HADOOP-15788,MAPREDUCE-6840,is depended upon by,dependent,inward
MAPREDUCE-6839,MAPREDUCE-6856,relates to,Reference,outward
YARN-3053,MAPREDUCE-6838,is part of,Incorporates,inward
MAPREDUCE-6787,MAPREDUCE-6836,is broken by,Regression,inward
MAPREDUCE-6835,YARN-4322,relates to,Reference,outward
MAPREDUCE-6834,YARN-3112,relates to,Reference,outward
MAPREDUCE-6922,MAPREDUCE-6829,is duplicated by,Duplicate,inward
MAPREDUCE-4710,MAPREDUCE-6829,is duplicated by,Duplicate,inward
MAPREDUCE-6826,MAPREDUCE-5400,relates to,Reference,outward
MAPREDUCE-6824,MAPREDUCE-5951,relates to,Reference,outward
MAPREDUCE-7294,MAPREDUCE-6824,is related to,Reference,inward
HADOOP-13786,MAPREDUCE-6823,is duplicated by,Duplicate,inward
HADOOP-13786,MAPREDUCE-6823,is part of,Incorporates,inward
MAPREDUCE-6961,MAPREDUCE-6823,is related to,Reference,inward
MAPREDUCE-6823,MAPREDUCE-6956,depends upon,dependent,outward
HADOOP-14584,MAPREDUCE-6823,is depended upon by,dependent,inward
HADOOP-13786,MAPREDUCE-6823,is depended upon by,dependent,inward
MAPREDUCE-6821,HDFS-11233,relates to,Reference,outward
HADOOP-13878,MAPREDUCE-6819,is related to,Reference,inward
MAPREDUCE-6818,YARN-4675,relates to,Reference,outward
MAPREDUCE-6620,MAPREDUCE-6817,is broken by,Regression,inward
YARN-2123,MAPREDUCE-6816,is broken by,Regression,inward
MAPREDUCE-6898,MAPREDUCE-6815,is duplicated by,Duplicate,inward
MAPREDUCE-6814,MAPREDUCE-963,is a clone of,Cloners,outward
HDFS-303,MAPREDUCE-6814,is part of,Incorporates,inward
HADOOP-13802,MAPREDUCE-6811,is broken by,Regression,inward
MAPREDUCE-6808,TEZ-3532,relates to,Reference,outward
MAPREDUCE-6805,MAPREDUCE-6724,duplicates,Duplicate,outward
MAPREDUCE-6802,MAPREDUCE-6801,duplicates,Duplicate,outward
MAPREDUCE-6802,MAPREDUCE-6801,is duplicated by,Duplicate,inward
MAPREDUCE-6800,HIVE-21546,relates to,Reference,outward
MAPREDUCE-6800,SPARK-2984,relates to,Reference,outward
HADOOP-13525,MAPREDUCE-6800,is depended upon by,dependent,inward
MAPREDUCE-6797,MAPREDUCE-6684,relates to,Reference,outward
MAPREDUCE-6794,MAPREDUCE-6796,is related to,Reference,inward
MAPREDUCE-6794,MAPREDUCE-6795,is related to,Reference,inward
MAPREDUCE-6794,MAPREDUCE-6796,relates to,Reference,outward
MAPREDUCE-6794,MAPREDUCE-6795,relates to,Reference,outward
HADOOP-13332,MAPREDUCE-6790,is part of,Incorporates,inward
YARN-4767,MAPREDUCE-6789,is broken by,Regression,inward
MAPREDUCE-6787,MAPREDUCE-6836,breaks,Regression,outward
MAPREDUCE-6704,MAPREDUCE-6783,is duplicated by,Duplicate,inward
MAPREDUCE-6778,YARN-2231,duplicates,Duplicate,outward
HADOOP-12579,MAPREDUCE-6775,is part of,Incorporates,inward
HADOOP-13218,MAPREDUCE-6775,is related to,Reference,inward
MAPREDUCE-6771,MAPREDUCE-4955,relates to,Reference,outward
HADOOP-13564,MAPREDUCE-6769,Is contained by,Container,inward
HADOOP-12726,MAPREDUCE-6767,is broken by,Regression,inward
MAPREDUCE-6441,MAPREDUCE-6766,is related to,Reference,inward
MAPREDUCE-6685,MAPREDUCE-6766,is related to,Reference,inward
TEZ-3415,MAPREDUCE-6763,is related to,Reference,inward
PIG-4967,MAPREDUCE-6762,is related to,Reference,inward
MAPREDUCE-7179,MAPREDUCE-6762,is related to,Reference,inward
MAPREDUCE-6473,MAPREDUCE-6761,is related to,Reference,inward
MAPREDUCE-6760,HIVE-14165,relates to,Reference,outward
HADOOP-13525,MAPREDUCE-6760,is depended upon by,dependent,inward
MAPREDUCE-6758,MAPREDUCE-6674,relates to,Reference,outward
HADOOP-13442,MAPREDUCE-6750,is broken by,Regression,inward
MAPREDUCE-6746,HDFS-10707,relates to,Reference,outward
HADOOP-13444,MAPREDUCE-6746,is related to,Reference,inward
MAPREDUCE-6744,MAPREDUCE-5525,relates to,Reference,outward
MAPREDUCE-6242,MAPREDUCE-6740,is part of,Incorporates,inward
MAPREDUCE-6740,MAPREDUCE-7195,causes,Problem/Incident,outward
MAPREDUCE-6739,MAPREDUCE-6404,duplicates,Duplicate,outward
MAPREDUCE-6735,HADOOP-12107,relates to,Reference,outward
MAPREDUCE-6735,MAPREDUCE-5465,relates to,Reference,outward
YARN-3433,MAPREDUCE-6733,is related to,Reference,inward
YARN-2912,MAPREDUCE-6733,is related to,Reference,inward
MAPREDUCE-6732,MAPREDUCE-6943,relates to,Reference,outward
YARN-2928,MAPREDUCE-6732,is related to,Reference,inward
YARN-5355,MAPREDUCE-6732,is related to,Reference,inward
MAPREDUCE-6331,MAPREDUCE-6732,is related to,Reference,inward
MAPREDUCE-6731,YARN-5354,requires,Required,outward
YARN-5359,MAPREDUCE-6731,is depended upon by,dependent,inward
MAPREDUCE-6805,MAPREDUCE-6724,is duplicated by,Duplicate,inward
MAPREDUCE-6721,MAPREDUCE-6445,relates to,Reference,outward
MAPREDUCE-6719,MAPREDUCE-7172,causes,Problem/Incident,outward
YARN-5388,MAPREDUCE-6719,is related to,Reference,inward
MAPREDUCE-6719,YARN-4958,requires,Required,outward
MAPREDUCE-6542,MAPREDUCE-6717,is related to,Reference,inward
MAPREDUCE-6705,MAPREDUCE-6706,is related to,Reference,inward
HADOOP-12579,MAPREDUCE-6706,is depended upon by,dependent,inward
MAPREDUCE-6705,MAPREDUCE-6706,relates to,Reference,outward
HADOOP-12579,MAPREDUCE-6705,is broken by,Regression,inward
MAPREDUCE-6704,MAPREDUCE-6783,duplicates,Duplicate,outward
MAPREDUCE-6704,MAPREDUCE-6941,relates to,Reference,outward
MAPREDUCE-6704,MAPREDUCE-6702,relates to,Reference,outward
MAPREDUCE-6704,YARN-5877,relates to,Reference,outward
YARN-5110,MAPREDUCE-6703,is blocked by,Blocker,inward
MAPREDUCE-6703,YARN-2877,depends upon,dependent,outward
MAPREDUCE-6704,MAPREDUCE-6702,is related to,Reference,inward
YARN-4701,MAPREDUCE-6701,is broken by,Regression,inward
MAPREDUCE-6691,MAPREDUCE-6699,is blocked by,Blocker,inward
MAPREDUCE-6698,MAPREDUCE-6684,relates to,Reference,outward
MAPREDUCE-6697,MAPREDUCE-5583,relates to,Reference,outward
MAPREDUCE-6616,MAPREDUCE-6693,is broken by,Regression,inward
MAPREDUCE-6691,MAPREDUCE-6699,blocks,Blocker,outward
YARN-5192,MAPREDUCE-6690,is related to,Reference,inward
MAPREDUCE-6690,MAPREDUCE-6862,breaks,Regression,outward
YARN-4844,MAPREDUCE-6689,is related to,Reference,inward
MAPREDUCE-6302,MAPREDUCE-6689,is broken by,Regression,inward
MAPREDUCE-6688,YARN-3401,relates to,Reference,outward
MAPREDUCE-6685,MAPREDUCE-6441,duplicates,Duplicate,outward
MAPREDUCE-6685,MAPREDUCE-6766,relates to,Reference,outward
MAPREDUCE-6684,MAPREDUCE-6573,relates to,Reference,outward
MAPREDUCE-6684,MAPREDUCE-6436,relates to,Reference,outward
