issue_key,event_time,from_status,to_status
MAPREDUCE-3499,2012-01-26T19:08:05.970000+00:00,Open,Patch Available
MAPREDUCE-3499,2012-01-26T20:22:10.007000+00:00,Patch Available,Open
MAPREDUCE-3499,2012-01-31T17:58:22.667000+00:00,Open,Patch Available
MAPREDUCE-3499,2012-02-01T17:10:44.937000+00:00,Patch Available,Resolved
MAPREDUCE-3499,2012-03-05T02:49:32.410000+00:00,Resolved,Closed
MAPREDUCE-3497,2012-03-01T23:14:44.715000+00:00,Open,Patch Available
MAPREDUCE-3497,2012-03-04T21:47:30.980000+00:00,Patch Available,Open
MAPREDUCE-3497,2012-03-04T21:50:39.801000+00:00,Open,Patch Available
MAPREDUCE-3497,2012-03-04T23:52:50.053000+00:00,Patch Available,Resolved
MAPREDUCE-3496,2011-12-01T18:32:00.147000+00:00,Open,Patch Available
MAPREDUCE-3496,2011-12-06T01:38:00.437000+00:00,Patch Available,Resolved
MAPREDUCE-3496,2012-03-05T02:49:06.172000+00:00,Resolved,Closed
MAPREDUCE-3495,2011-12-01T16:15:43.352000+00:00,Open,Patch Available
MAPREDUCE-3495,2015-02-07T00:11:30.934000+00:00,Patch Available,Resolved
MAPREDUCE-3493,2012-04-05T05:23:59.433000+00:00,Open,Patch Available
MAPREDUCE-3493,2012-05-29T16:16:09.012000+00:00,Patch Available,Resolved
MAPREDUCE-3493,2012-10-11T17:48:50.554000+00:00,Resolved,Closed
MAPREDUCE-3491,2015-03-09T21:52:04.975000+00:00,Open,Resolved
MAPREDUCE-3490,2011-12-22T00:29:47.580000+00:00,Open,Patch Available
MAPREDUCE-3490,2011-12-22T00:47:10.828000+00:00,Patch Available,Open
MAPREDUCE-3490,2011-12-22T00:47:40.041000+00:00,Open,Patch Available
MAPREDUCE-3490,2011-12-22T01:22:16.793000+00:00,Patch Available,Open
MAPREDUCE-3490,2011-12-22T02:18:36.295000+00:00,Open,Patch Available
MAPREDUCE-3490,2011-12-27T23:02:58.753000+00:00,Patch Available,Open
MAPREDUCE-3490,2012-01-03T04:23:02.214000+00:00,Open,Patch Available
MAPREDUCE-3490,2012-01-03T07:13:49.303000+00:00,Patch Available,Open
MAPREDUCE-3490,2012-01-03T07:15:07.366000+00:00,Open,Patch Available
MAPREDUCE-3490,2012-01-03T19:35:28.344000+00:00,Patch Available,Open
MAPREDUCE-3490,2012-01-04T00:41:35.215000+00:00,Open,Patch Available
MAPREDUCE-3490,2012-01-04T17:12:11.597000+00:00,Patch Available,Resolved
MAPREDUCE-3490,2012-03-05T02:49:33.418000+00:00,Resolved,Closed
MAPREDUCE-3488,2011-11-30T21:01:11.559000+00:00,Open,Patch Available
MAPREDUCE-3488,2011-11-30T21:22:38.552000+00:00,Patch Available,Resolved
MAPREDUCE-3488,2012-03-05T02:49:13.821000+00:00,Resolved,Closed
MAPREDUCE-3487,2011-12-14T23:32:16.493000+00:00,Open,Patch Available
MAPREDUCE-3487,2011-12-16T01:52:59.771000+00:00,Patch Available,Resolved
MAPREDUCE-3487,2012-03-05T02:49:40.963000+00:00,Resolved,Closed
MAPREDUCE-3486,2011-11-30T13:31:40.605000+00:00,Open,Patch Available
MAPREDUCE-3485,2011-12-01T10:19:36.594000+00:00,Open,Patch Available
MAPREDUCE-3485,2011-12-04T20:12:54.278000+00:00,Patch Available,Resolved
MAPREDUCE-3485,2012-03-05T02:49:03.023000+00:00,Resolved,Closed
MAPREDUCE-3484,2011-12-14T22:42:27.416000+00:00,Open,Patch Available
MAPREDUCE-3484,2011-12-15T00:02:51.544000+00:00,Patch Available,Resolved
MAPREDUCE-3484,2012-03-05T02:49:31.586000+00:00,Resolved,Closed
MAPREDUCE-3482,2011-11-29T19:07:23.696000+00:00,Open,Resolved
MAPREDUCE-3481,2012-01-30T06:27:55.207000+00:00,Open,Resolved
MAPREDUCE-3481,2012-03-05T02:49:50.625000+00:00,Resolved,Closed
MAPREDUCE-3480,2011-11-29T20:21:36.779000+00:00,Open,Resolved
MAPREDUCE-3480,2011-12-28T10:22:40.887000+00:00,Resolved,Closed
MAPREDUCE-3479,2011-11-29T01:16:35.260000+00:00,Open,Patch Available
MAPREDUCE-3479,2011-12-03T00:23:01.850000+00:00,Patch Available,Resolved
MAPREDUCE-3479,2012-03-05T02:49:49.675000+00:00,Resolved,Closed
MAPREDUCE-3478,2011-12-06T20:57:05.659000+00:00,Open,Patch Available
MAPREDUCE-3478,2011-12-29T19:03:36.366000+00:00,Patch Available,Open
MAPREDUCE-3478,2011-12-30T02:24:21.086000+00:00,Open,Patch Available
MAPREDUCE-3478,2012-01-05T00:16:15.301000+00:00,Patch Available,Resolved
MAPREDUCE-3478,2012-03-05T02:49:45.451000+00:00,Resolved,Closed
MAPREDUCE-3477,2011-11-28T22:54:22.227000+00:00,Open,Patch Available
MAPREDUCE-3477,2011-11-30T20:52:18.331000+00:00,Patch Available,Resolved
MAPREDUCE-3477,2012-03-05T02:49:52.834000+00:00,Resolved,Closed
MAPREDUCE-3476,2014-04-22T19:13:26.554000+00:00,Open,Resolved
MAPREDUCE-3475,2011-11-28T17:09:53.595000+00:00,Open,Patch Available
MAPREDUCE-3475,2015-03-10T02:50:56.036000+00:00,Patch Available,Resolved
MAPREDUCE-3470,2012-10-20T09:33:44.474000+00:00,Open,Resolved
MAPREDUCE-3470,2013-05-15T05:16:07.290000+00:00,Resolved,Closed
MAPREDUCE-3469,2014-02-07T23:11:36.305000+00:00,Open,Resolved
MAPREDUCE-3468,2011-11-24T04:15:28.066000+00:00,Open,Patch Available
MAPREDUCE-3468,2011-11-24T06:09:26.404000+00:00,Patch Available,Resolved
MAPREDUCE-3468,2012-03-05T02:49:08.433000+00:00,Resolved,Closed
MAPREDUCE-3467,2011-12-22T19:00:59.385000+00:00,Open,Resolved
MAPREDUCE-3466,2011-11-23T22:08:02.388000+00:00,Open,Resolved
MAPREDUCE-3465,2011-11-28T18:51:16.283000+00:00,Open,Patch Available
MAPREDUCE-3465,2011-11-29T01:15:37.738000+00:00,Patch Available,Resolved
MAPREDUCE-3465,2012-03-05T02:48:47.394000+00:00,Resolved,Closed
MAPREDUCE-3464,2011-11-23T18:08:51.096000+00:00,Open,Resolved
MAPREDUCE-3464,2012-03-05T02:48:51.244000+00:00,Resolved,Closed
MAPREDUCE-3463,2011-11-27T23:20:40.832000+00:00,Open,Patch Available
MAPREDUCE-3463,2011-12-01T01:09:12.335000+00:00,Patch Available,Open
MAPREDUCE-3463,2011-12-01T01:49:29.670000+00:00,Open,Patch Available
MAPREDUCE-3463,2011-12-01T08:37:35.282000+00:00,Patch Available,Resolved
MAPREDUCE-3463,2012-03-05T02:49:09.068000+00:00,Resolved,Closed
MAPREDUCE-3462,2011-12-22T20:08:55.543000+00:00,Open,Patch Available
MAPREDUCE-3462,2012-01-04T05:40:14.842000+00:00,Patch Available,Resolved
MAPREDUCE-3462,2012-03-05T02:48:53.600000+00:00,Resolved,Closed
MAPREDUCE-3460,2011-11-29T18:12:14.096000+00:00,Open,Patch Available
MAPREDUCE-3460,2011-11-29T23:37:16.971000+00:00,Patch Available,Open
MAPREDUCE-3460,2011-11-30T16:29:39.277000+00:00,Open,Patch Available
MAPREDUCE-3460,2011-11-30T22:48:19.936000+00:00,Patch Available,Open
MAPREDUCE-3460,2011-12-01T23:07:50.362000+00:00,Open,Patch Available
MAPREDUCE-3460,2011-12-02T15:38:37.820000+00:00,Patch Available,Open
MAPREDUCE-3460,2011-12-02T15:40:51.242000+00:00,Open,Patch Available
MAPREDUCE-3460,2011-12-02T22:23:13.779000+00:00,Patch Available,Resolved
MAPREDUCE-3460,2012-03-05T02:49:16.722000+00:00,Resolved,Closed
MAPREDUCE-3459,2011-11-23T03:14:30.369000+00:00,Open,Resolved
MAPREDUCE-3458,2011-11-29T14:35:41.564000+00:00,Open,Patch Available
MAPREDUCE-3458,2011-12-04T20:00:43.780000+00:00,Patch Available,Resolved
MAPREDUCE-3458,2012-03-05T02:49:31.682000+00:00,Resolved,Closed
MAPREDUCE-3456,2011-12-02T23:22:37.918000+00:00,Open,Patch Available
MAPREDUCE-3456,2011-12-03T03:44:41.054000+00:00,Patch Available,Resolved
MAPREDUCE-3456,2012-03-05T02:49:22.938000+00:00,Resolved,Closed
MAPREDUCE-3454,2011-11-22T19:08:35.854000+00:00,Open,Patch Available
MAPREDUCE-3454,2011-11-22T19:50:01.721000+00:00,Patch Available,Resolved
MAPREDUCE-3454,2012-03-05T02:49:50.139000+00:00,Resolved,Closed
MAPREDUCE-3453,2011-11-29T05:24:25.875000+00:00,Open,Patch Available
MAPREDUCE-3453,2011-12-02T22:55:11.093000+00:00,Patch Available,Resolved
MAPREDUCE-3453,2012-03-05T02:49:44.463000+00:00,Resolved,Closed
MAPREDUCE-3452,2011-11-30T05:16:19.791000+00:00,Open,Patch Available
MAPREDUCE-3452,2011-12-01T08:46:05.309000+00:00,Patch Available,Resolved
MAPREDUCE-3452,2012-03-05T02:48:41.165000+00:00,Resolved,Closed
MAPREDUCE-3451,2012-04-20T00:47:45.118000+00:00,Open,Patch Available
MAPREDUCE-3451,2012-07-12T14:41:32.897000+00:00,Patch Available,Open
MAPREDUCE-3451,2012-07-13T00:48:39.505000+00:00,Open,Resolved
MAPREDUCE-3451,2012-10-11T17:48:48.422000+00:00,Resolved,Closed
MAPREDUCE-3450,2011-11-24T03:43:17.672000+00:00,Open,Patch Available
MAPREDUCE-3450,2011-11-24T04:11:01+00:00,Patch Available,Open
MAPREDUCE-3450,2011-11-24T04:12:10.227000+00:00,Open,Patch Available
MAPREDUCE-3450,2011-11-30T08:45:41.721000+00:00,Patch Available,Resolved
MAPREDUCE-3450,2012-03-05T02:49:12.528000+00:00,Resolved,Closed
MAPREDUCE-3448,2011-11-21T21:00:20.571000+00:00,Open,Patch Available
MAPREDUCE-3448,2011-11-29T23:35:08.742000+00:00,Patch Available,Resolved
MAPREDUCE-3448,2012-03-05T02:49:21.988000+00:00,Resolved,Closed
MAPREDUCE-3447,2011-11-21T19:57:17.415000+00:00,Open,Patch Available
MAPREDUCE-3447,2011-11-21T20:52:15.199000+00:00,Patch Available,Resolved
MAPREDUCE-3447,2012-03-05T02:48:39.482000+00:00,Resolved,Closed
MAPREDUCE-3444,2011-11-21T20:25:31.994000+00:00,Open,Patch Available
MAPREDUCE-3444,2011-11-21T20:59:03.514000+00:00,Patch Available,Resolved
MAPREDUCE-3444,2012-03-05T02:48:39.641000+00:00,Resolved,Closed
MAPREDUCE-3443,2011-11-29T19:52:54.808000+00:00,Open,Patch Available
MAPREDUCE-3443,2011-12-01T01:26:11.711000+00:00,Patch Available,Open
MAPREDUCE-3443,2011-12-01T02:38:59.205000+00:00,Open,Patch Available
MAPREDUCE-3443,2011-12-01T20:45:14.320000+00:00,Patch Available,Resolved
MAPREDUCE-3443,2012-03-05T02:49:33.928000+00:00,Resolved,Closed
MAPREDUCE-3438,2011-11-29T03:44:05.691000+00:00,Open,Resolved
MAPREDUCE-3438,2011-12-12T06:20:01.915000+00:00,Resolved,Closed
MAPREDUCE-3437,2011-11-19T06:13:55.546000+00:00,Open,Patch Available
MAPREDUCE-3437,2011-11-19T06:27:50.372000+00:00,Patch Available,Open
MAPREDUCE-3437,2011-11-19T06:33:40.421000+00:00,Open,Patch Available
MAPREDUCE-3437,2011-11-19T16:45:51.536000+00:00,Patch Available,Open
MAPREDUCE-3437,2011-11-19T16:48:26.212000+00:00,Open,Patch Available
MAPREDUCE-3437,2011-11-19T17:07:30.887000+00:00,Patch Available,Open
MAPREDUCE-3437,2011-11-19T17:10:45.123000+00:00,Open,Patch Available
MAPREDUCE-3437,2011-11-21T06:50:15.132000+00:00,Patch Available,Resolved
MAPREDUCE-3437,2012-03-05T02:49:09.947000+00:00,Resolved,Closed
MAPREDUCE-3436,2011-12-05T10:52:40.013000+00:00,Open,Patch Available
MAPREDUCE-3436,2011-12-05T16:02:38.470000+00:00,Patch Available,Open
MAPREDUCE-3436,2011-12-07T21:24:06.472000+00:00,Open,Patch Available
MAPREDUCE-3436,2012-01-03T21:04:20.230000+00:00,Patch Available,Open
MAPREDUCE-3436,2012-01-18T17:26:45.831000+00:00,Open,Patch Available
MAPREDUCE-3436,2012-02-07T20:57:55.323000+00:00,Patch Available,Resolved
MAPREDUCE-3436,2012-03-05T02:48:47.095000+00:00,Resolved,Closed
MAPREDUCE-3434,2011-11-19T00:24:27.369000+00:00,Open,Patch Available
MAPREDUCE-3434,2011-11-21T18:28:43.790000+00:00,Patch Available,Resolved
MAPREDUCE-3434,2012-03-05T02:49:28.782000+00:00,Resolved,Closed
MAPREDUCE-3433,2011-11-18T19:13:46.635000+00:00,Open,Patch Available
MAPREDUCE-3433,2011-11-22T22:26:15.624000+00:00,Patch Available,Open
MAPREDUCE-3433,2011-11-28T19:32:24.022000+00:00,Open,Patch Available
MAPREDUCE-3433,2011-11-29T05:13:09.588000+00:00,Patch Available,Resolved
MAPREDUCE-3433,2012-03-05T02:49:11.761000+00:00,Resolved,Closed
MAPREDUCE-3432,2015-02-08T18:18:55.327000+00:00,Open,Resolved
MAPREDUCE-3431,2012-03-15T13:01:24.537000+00:00,Open,Patch Available
MAPREDUCE-3431,2012-03-16T13:37:49.651000+00:00,Patch Available,Resolved
MAPREDUCE-3431,2012-05-23T20:28:28.790000+00:00,Resolved,Closed
MAPREDUCE-3429,2011-11-18T16:49:22.547000+00:00,Open,Resolved
MAPREDUCE-3429,2011-12-12T06:19:47.386000+00:00,Resolved,Closed
MAPREDUCE-3428,2011-12-02T19:51:08.631000+00:00,Open,Resolved
MAPREDUCE-3427,2012-01-31T22:30:56.024000+00:00,Open,Patch Available
MAPREDUCE-3427,2012-02-01T08:37:42.261000+00:00,Patch Available,Open
MAPREDUCE-3427,2012-02-01T23:06:57.385000+00:00,Open,Resolved
MAPREDUCE-3427,2012-03-05T02:49:54.050000+00:00,Resolved,Closed
MAPREDUCE-3426,2011-12-13T02:29:38.269000+00:00,Open,Patch Available
MAPREDUCE-3426,2011-12-13T23:43:20.994000+00:00,Patch Available,Resolved
MAPREDUCE-3426,2012-03-05T02:49:23.070000+00:00,Resolved,Closed
MAPREDUCE-3425,2012-01-10T01:51:18.857000+00:00,Open,Resolved
MAPREDUCE-3424,2011-11-23T04:18:39.478000+00:00,Open,Resolved
MAPREDUCE-3424,2012-10-17T18:27:23.533000+00:00,Resolved,Closed
MAPREDUCE-3423,2011-11-17T18:22:08.380000+00:00,Open,Patch Available
MAPREDUCE-3423,2011-11-27T21:53:36.527000+00:00,Patch Available,Open
MAPREDUCE-3423,2011-12-20T12:56:40.434000+00:00,Open,Patch Available
MAPREDUCE-3423,2011-12-29T08:20:06.363000+00:00,Patch Available,Open
MAPREDUCE-3422,2011-12-14T22:46:32.855000+00:00,Open,Patch Available
MAPREDUCE-3422,2011-12-16T03:13:54.086000+00:00,Patch Available,Resolved
MAPREDUCE-3422,2012-03-05T02:48:48.917000+00:00,Resolved,Closed
MAPREDUCE-3421,2011-12-12T22:02:57.460000+00:00,Open,Resolved
MAPREDUCE-3420,2012-01-10T02:11:21.409000+00:00,Open,Resolved
MAPREDUCE-3420,2012-03-05T02:48:51.992000+00:00,Resolved,Closed
MAPREDUCE-3419,2011-11-18T00:26:26.304000+00:00,Open,In Progress
MAPREDUCE-3419,2011-11-18T00:26:55.192000+00:00,In Progress,Resolved
MAPREDUCE-3419,2012-10-17T18:27:28.041000+00:00,Resolved,Closed
MAPREDUCE-3417,2012-02-02T19:34:05.532000+00:00,Open,Patch Available
MAPREDUCE-3417,2012-02-02T22:35:29.362000+00:00,Patch Available,Open
MAPREDUCE-3417,2012-02-02T23:31:30.477000+00:00,Open,Patch Available
MAPREDUCE-3417,2012-02-03T03:54:48.795000+00:00,Patch Available,Open
MAPREDUCE-3417,2012-02-03T03:55:02.482000+00:00,Open,Patch Available
MAPREDUCE-3417,2012-02-03T16:36:13.205000+00:00,Patch Available,Open
MAPREDUCE-3417,2012-02-03T16:37:04.507000+00:00,Open,Patch Available
MAPREDUCE-3417,2012-02-03T21:18:19.345000+00:00,Patch Available,Open
MAPREDUCE-3417,2012-02-03T22:48:34.243000+00:00,Open,Patch Available
MAPREDUCE-3417,2012-02-04T01:23:01.071000+00:00,Patch Available,Resolved
MAPREDUCE-3417,2012-03-05T02:49:22.340000+00:00,Resolved,Closed
MAPREDUCE-3416,2011-11-28T21:32:09.522000+00:00,Open,Patch Available
MAPREDUCE-3416,2011-12-11T22:04:15.557000+00:00,Patch Available,Open
MAPREDUCE-3416,2011-12-12T17:24:02.512000+00:00,Open,Resolved
MAPREDUCE-3415,2011-11-16T20:41:35.124000+00:00,Open,Patch Available
MAPREDUCE-3415,2011-11-16T20:50:56.584000+00:00,Patch Available,Open
MAPREDUCE-3415,2011-11-16T21:03:05.277000+00:00,Open,Patch Available
MAPREDUCE-3415,2011-11-17T23:21:39.437000+00:00,Patch Available,Resolved
MAPREDUCE-3415,2012-03-05T02:49:39.845000+00:00,Resolved,Closed
MAPREDUCE-3413,2011-11-16T23:01:25.248000+00:00,Open,Patch Available
MAPREDUCE-3413,2011-11-17T15:24:50.653000+00:00,Patch Available,Open
MAPREDUCE-3413,2011-11-17T18:58:08.904000+00:00,Open,Patch Available
MAPREDUCE-3413,2011-11-28T00:01:23.087000+00:00,Patch Available,Resolved
MAPREDUCE-3413,2012-03-05T02:49:45.029000+00:00,Resolved,Closed
MAPREDUCE-3412,2011-11-22T09:39:37.951000+00:00,Open,Patch Available
MAPREDUCE-3412,2011-11-22T09:53:56.521000+00:00,Patch Available,Resolved
MAPREDUCE-3412,2012-03-05T02:48:46.418000+00:00,Resolved,Closed
MAPREDUCE-3411,2011-11-16T18:13:09.794000+00:00,Open,Patch Available
MAPREDUCE-3411,2011-11-22T22:49:09.440000+00:00,Patch Available,Resolved
MAPREDUCE-3411,2012-03-05T02:49:26.463000+00:00,Resolved,Closed
MAPREDUCE-3408,2011-11-18T20:00:55.932000+00:00,Open,Patch Available
MAPREDUCE-3408,2011-11-22T22:36:28.763000+00:00,Patch Available,Resolved
MAPREDUCE-3408,2012-03-05T02:48:52.096000+00:00,Resolved,Closed
MAPREDUCE-3407,2011-11-15T23:41:59.198000+00:00,Open,Patch Available
MAPREDUCE-3407,2011-11-16T16:32:43.129000+00:00,Patch Available,Resolved
MAPREDUCE-3407,2012-03-05T02:48:39.264000+00:00,Resolved,Closed
MAPREDUCE-3406,2012-01-12T22:27:12.900000+00:00,Open,Resolved
MAPREDUCE-3406,2012-01-12T22:27:36.667000+00:00,Resolved,Reopened
MAPREDUCE-3406,2014-04-16T15:26:54.444000+00:00,Reopened,Resolved
MAPREDUCE-3405,2011-11-15T21:48:03.275000+00:00,Open,Resolved
MAPREDUCE-3405,2012-10-17T18:27:23.390000+00:00,Resolved,Closed
MAPREDUCE-3404,2011-12-14T18:29:27.181000+00:00,Open,Patch Available
MAPREDUCE-3404,2011-12-20T22:09:07.403000+00:00,Patch Available,Open
MAPREDUCE-3404,2012-01-11T21:39:14.555000+00:00,Open,Patch Available
MAPREDUCE-3404,2012-01-13T23:44:23.506000+00:00,Patch Available,Resolved
MAPREDUCE-3404,2012-03-05T02:49:34.765000+00:00,Resolved,Closed
MAPREDUCE-3402,2012-01-09T23:29:29.321000+00:00,Open,Resolved
MAPREDUCE-3402,2012-03-05T02:49:50.924000+00:00,Resolved,Closed
MAPREDUCE-3399,2011-12-22T19:33:01.884000+00:00,Open,Patch Available
MAPREDUCE-3399,2011-12-22T19:37:06.753000+00:00,Patch Available,Open
MAPREDUCE-3399,2011-12-22T21:34:36.794000+00:00,Open,Patch Available
MAPREDUCE-3399,2011-12-27T18:28:33.274000+00:00,Patch Available,Resolved
MAPREDUCE-3399,2012-03-05T02:49:40.581000+00:00,Resolved,Closed
MAPREDUCE-3398,2011-11-22T03:22:55.291000+00:00,Open,Patch Available
MAPREDUCE-3398,2011-12-05T21:26:07.340000+00:00,Patch Available,Open
MAPREDUCE-3398,2011-12-05T21:26:47.522000+00:00,Open,Patch Available
MAPREDUCE-3398,2011-12-05T23:43:26.498000+00:00,Patch Available,Open
MAPREDUCE-3398,2011-12-05T23:43:51.593000+00:00,Open,Patch Available
MAPREDUCE-3398,2011-12-11T22:12:01.209000+00:00,Patch Available,Open
MAPREDUCE-3398,2011-12-14T01:47:32.652000+00:00,Open,Patch Available
MAPREDUCE-3398,2011-12-14T07:43:53.868000+00:00,Patch Available,Open
MAPREDUCE-3398,2011-12-14T07:45:25.742000+00:00,Open,Patch Available
MAPREDUCE-3398,2011-12-14T20:00:30.595000+00:00,Patch Available,Resolved
MAPREDUCE-3398,2012-03-05T02:49:24.546000+00:00,Resolved,Closed
MAPREDUCE-3396,2011-11-16T03:05:03.839000+00:00,Open,Resolved
MAPREDUCE-3395,2011-11-12T14:23:05.927000+00:00,Open,Resolved
MAPREDUCE-3395,2012-10-17T18:27:25.385000+00:00,Resolved,Closed
MAPREDUCE-3394,2011-11-15T00:42:35.634000+00:00,Open,Resolved
MAPREDUCE-3394,2012-10-17T18:27:28.503000+00:00,Resolved,Closed
MAPREDUCE-3393,2011-11-30T06:18:12.975000+00:00,Open,Resolved
MAPREDUCE-3392,2011-11-10T15:34:52.578000+00:00,Open,Patch Available
MAPREDUCE-3392,2011-11-10T19:22:48.967000+00:00,Patch Available,Resolved
MAPREDUCE-3392,2012-03-05T02:49:51.778000+00:00,Resolved,Closed
MAPREDUCE-3391,2011-11-30T10:48:54.995000+00:00,Open,Patch Available
MAPREDUCE-3391,2011-12-20T23:14:26.832000+00:00,Patch Available,Resolved
MAPREDUCE-3391,2012-03-05T02:49:47.133000+00:00,Resolved,Closed
MAPREDUCE-3390,2011-11-10T20:37:33.862000+00:00,Open,Patch Available
MAPREDUCE-3390,2011-12-20T23:04:47.389000+00:00,Patch Available,Open
MAPREDUCE-3390,2011-12-20T23:05:34.071000+00:00,Open,Patch Available
MAPREDUCE-3390,2011-12-27T19:42:07.459000+00:00,Patch Available,Open
MAPREDUCE-3390,2015-03-09T21:51:32.502000+00:00,Open,Resolved
MAPREDUCE-3389,2011-12-02T23:20:27.147000+00:00,Open,Patch Available
MAPREDUCE-3389,2011-12-05T18:04:47.758000+00:00,Patch Available,Resolved
MAPREDUCE-3389,2012-03-05T02:49:14.627000+00:00,Resolved,Closed
MAPREDUCE-3388,2011-12-08T22:13:54.344000+00:00,Open,Resolved
MAPREDUCE-3387,2011-12-13T18:20:22.621000+00:00,Open,Patch Available
MAPREDUCE-3387,2011-12-14T01:07:04.248000+00:00,Patch Available,Open
MAPREDUCE-3387,2011-12-14T16:03:27.544000+00:00,Open,Patch Available
MAPREDUCE-3387,2011-12-14T21:10:51.885000+00:00,Patch Available,Open
MAPREDUCE-3387,2011-12-16T22:21:29.354000+00:00,Open,Patch Available
MAPREDUCE-3387,2011-12-16T23:43:44.618000+00:00,Patch Available,Resolved
MAPREDUCE-3387,2012-03-05T02:49:42.716000+00:00,Resolved,Closed
MAPREDUCE-3386,2012-01-05T07:10:54.340000+00:00,Open,Resolved
MAPREDUCE-3385,2011-11-09T09:47:10.872000+00:00,Open,Patch Available
MAPREDUCE-3385,2015-06-08T08:36:21.327000+00:00,Patch Available,Open
MAPREDUCE-3385,2015-06-08T13:42:40.476000+00:00,Open,Resolved
MAPREDUCE-3384,2011-11-09T09:33:06.962000+00:00,Open,Patch Available
MAPREDUCE-3384,2015-06-08T08:38:15.786000+00:00,Patch Available,Open
MAPREDUCE-3384,2015-06-08T08:57:30.792000+00:00,Open,Patch Available
MAPREDUCE-3384,2015-06-08T10:21:35.689000+00:00,Patch Available,Open
MAPREDUCE-3384,2015-06-08T11:40:16.786000+00:00,Open,Patch Available
MAPREDUCE-3384,2015-06-12T05:05:09.930000+00:00,Patch Available,Open
MAPREDUCE-3384,2015-06-17T14:08:38.139000+00:00,Open,Patch Available
MAPREDUCE-3384,2015-06-24T11:28:53.552000+00:00,Patch Available,Open
MAPREDUCE-3383,2011-11-09T08:11:29.790000+00:00,Open,Patch Available
MAPREDUCE-3383,2015-05-08T07:24:34.158000+00:00,Patch Available,Open
MAPREDUCE-3383,2015-05-08T09:23:57.618000+00:00,Open,Patch Available
MAPREDUCE-3383,2015-05-08T14:34:24.946000+00:00,Patch Available,Open
MAPREDUCE-3383,2015-05-08T14:35:23.842000+00:00,Open,Patch Available
MAPREDUCE-3383,2015-05-08T20:51:44.335000+00:00,Patch Available,Resolved
MAPREDUCE-3382,2012-01-06T21:59:35.668000+00:00,Open,Patch Available
MAPREDUCE-3382,2012-01-10T21:09:59.365000+00:00,Patch Available,Resolved
MAPREDUCE-3382,2012-03-05T02:49:49.329000+00:00,Resolved,Closed
MAPREDUCE-3381,2011-11-09T12:14:06.239000+00:00,Open,Resolved
MAPREDUCE-3380,2012-01-06T22:49:01.599000+00:00,Open,Patch Available
MAPREDUCE-3380,2012-01-06T23:45:30.062000+00:00,Patch Available,Open
MAPREDUCE-3380,2012-01-07T05:17:34.180000+00:00,Open,Patch Available
MAPREDUCE-3380,2012-01-07T18:43:29.508000+00:00,Patch Available,Open
MAPREDUCE-3380,2012-01-08T00:23:44.694000+00:00,Open,Patch Available
MAPREDUCE-3380,2012-01-11T00:15:13.452000+00:00,Patch Available,Open
MAPREDUCE-3380,2012-01-11T00:38:33.740000+00:00,Open,Patch Available
MAPREDUCE-3380,2012-01-11T01:57:04.113000+00:00,Patch Available,Resolved
MAPREDUCE-3380,2012-03-05T02:49:28.156000+00:00,Resolved,Closed
MAPREDUCE-3379,2011-11-08T23:43:28.120000+00:00,Open,Patch Available
MAPREDUCE-3379,2011-11-11T06:32:36.467000+00:00,Patch Available,Resolved
MAPREDUCE-3379,2012-03-05T02:49:36.530000+00:00,Resolved,Closed
MAPREDUCE-3378,2012-04-13T23:52:04.186000+00:00,Open,Resolved
MAPREDUCE-3377,2012-01-17T19:17:35.792000+00:00,Open,Patch Available
MAPREDUCE-3377,2012-03-29T07:55:06.954000+00:00,Patch Available,Resolved
MAPREDUCE-3377,2012-05-16T20:45:16.893000+00:00,Resolved,Closed
MAPREDUCE-3376,2011-11-30T09:06:49.290000+00:00,Open,Patch Available
MAPREDUCE-3376,2011-12-01T08:51:35.046000+00:00,Patch Available,Open
MAPREDUCE-3376,2011-12-12T04:57:53.691000+00:00,Open,Patch Available
MAPREDUCE-3376,2011-12-20T22:02:23.673000+00:00,Patch Available,Resolved
MAPREDUCE-3376,2012-03-05T02:49:40.734000+00:00,Resolved,Closed
MAPREDUCE-3375,2011-11-15T01:52:29.942000+00:00,Open,Resolved
MAPREDUCE-3375,2012-03-05T02:49:18.532000+00:00,Resolved,Closed
