issue_key,event_time,from_status,to_status
MAPREDUCE-3634,2012-02-02T01:18:52.418000+00:00,Patch Available,Open
MAPREDUCE-3634,2012-02-15T04:55:27.880000+00:00,Open,Patch Available
MAPREDUCE-3634,2012-02-20T04:08:38.933000+00:00,Patch Available,Open
MAPREDUCE-3634,2012-02-20T04:09:30.759000+00:00,Open,Patch Available
MAPREDUCE-3634,2012-02-21T05:11:37.986000+00:00,Patch Available,Resolved
MAPREDUCE-3633,2012-01-06T14:54:00.871000+00:00,Open,Resolved
MAPREDUCE-3632,2015-03-09T21:56:14.030000+00:00,Open,Resolved
MAPREDUCE-3631,2012-01-06T05:32:25.644000+00:00,Open,Resolved
MAPREDUCE-3630,2012-01-17T22:04:52.534000+00:00,Open,Patch Available
MAPREDUCE-3630,2012-01-25T06:31:42.048000+00:00,Patch Available,Resolved
MAPREDUCE-3630,2012-03-05T02:48:40.755000+00:00,Resolved,Closed
MAPREDUCE-3628,2012-02-20T22:43:27.529000+00:00,Open,Resolved
MAPREDUCE-3627,2014-04-15T14:15:44.366000+00:00,Open,Resolved
MAPREDUCE-3626,2012-01-05T22:11:30.566000+00:00,Open,Patch Available
MAPREDUCE-3626,2012-01-06T00:23:17.703000+00:00,Patch Available,Resolved
MAPREDUCE-3625,2012-01-09T20:54:38.425000+00:00,Open,In Progress
MAPREDUCE-3625,2012-01-09T21:12:53.997000+00:00,In Progress,Patch Available
MAPREDUCE-3625,2012-01-12T00:17:51.208000+00:00,Patch Available,Resolved
MAPREDUCE-3625,2012-03-05T02:49:12.761000+00:00,Resolved,Closed
MAPREDUCE-3624,2012-01-05T18:35:36.227000+00:00,Open,Patch Available
MAPREDUCE-3624,2012-01-06T19:13:29.887000+00:00,Patch Available,Resolved
MAPREDUCE-3624,2012-03-05T02:49:19.247000+00:00,Resolved,Closed
MAPREDUCE-3623,2013-04-27T01:30:42.550000+00:00,Open,In Progress
MAPREDUCE-3623,2013-04-27T01:30:48.918000+00:00,In Progress,Open
MAPREDUCE-3623,2013-04-27T01:46:54.215000+00:00,Open,Resolved
MAPREDUCE-3622,2012-01-06T05:21:36.752000+00:00,Open,Resolved
MAPREDUCE-3621,2012-03-15T22:53:54.261000+00:00,Open,Patch Available
MAPREDUCE-3621,2012-04-04T15:37:59.497000+00:00,Patch Available,Open
MAPREDUCE-3621,2012-04-05T13:10:12.308000+00:00,Open,Patch Available
MAPREDUCE-3621,2012-04-05T20:15:10.054000+00:00,Patch Available,Resolved
MAPREDUCE-3621,2012-10-11T17:48:44.070000+00:00,Resolved,Closed
MAPREDUCE-3620,2012-02-10T09:27:39.176000+00:00,Open,Resolved
MAPREDUCE-3619,2012-01-09T14:43:22.869000+00:00,Open,Resolved
MAPREDUCE-3618,2012-01-10T05:54:53.875000+00:00,Open,Patch Available
MAPREDUCE-3618,2012-01-11T01:14:11.693000+00:00,Patch Available,Open
MAPREDUCE-3618,2012-01-11T01:39:38.920000+00:00,Open,Patch Available
MAPREDUCE-3618,2012-01-11T06:56:05.820000+00:00,Patch Available,Resolved
MAPREDUCE-3618,2012-03-05T02:49:07.736000+00:00,Resolved,Closed
MAPREDUCE-3617,2012-01-04T23:50:45.905000+00:00,Open,Patch Available
MAPREDUCE-3617,2012-01-05T15:44:47.646000+00:00,Patch Available,Open
MAPREDUCE-3617,2012-01-05T15:45:01.332000+00:00,Open,Patch Available
MAPREDUCE-3617,2012-01-05T17:49:17.832000+00:00,Patch Available,Open
MAPREDUCE-3617,2012-01-05T17:52:02.273000+00:00,Open,Patch Available
MAPREDUCE-3617,2012-01-05T19:02:06.337000+00:00,Patch Available,Open
MAPREDUCE-3617,2012-01-05T19:02:41.661000+00:00,Open,Patch Available
MAPREDUCE-3617,2012-01-05T20:12:51.665000+00:00,Patch Available,Resolved
MAPREDUCE-3617,2012-03-05T02:49:12.426000+00:00,Resolved,Closed
MAPREDUCE-3616,2012-01-05T22:45:06.603000+00:00,Open,Patch Available
MAPREDUCE-3616,2012-01-09T22:22:04.646000+00:00,Patch Available,Resolved
MAPREDUCE-3616,2012-03-05T02:49:08.738000+00:00,Resolved,Closed
MAPREDUCE-3615,2012-01-05T15:12:04.570000+00:00,Open,Patch Available
MAPREDUCE-3615,2012-01-05T18:49:13.720000+00:00,Patch Available,Resolved
MAPREDUCE-3615,2012-03-05T02:49:29.126000+00:00,Resolved,Closed
MAPREDUCE-3614,2012-02-24T20:21:13.869000+00:00,Open,Patch Available
MAPREDUCE-3614,2012-02-25T03:51:53.210000+00:00,Patch Available,Open
MAPREDUCE-3614,2012-02-28T01:15:10.524000+00:00,Open,Patch Available
MAPREDUCE-3614,2012-03-04T01:55:19.142000+00:00,Patch Available,Open
MAPREDUCE-3614,2012-03-04T01:55:59.827000+00:00,Open,Patch Available
MAPREDUCE-3614,2012-03-04T05:27:45.204000+00:00,Patch Available,Resolved
MAPREDUCE-3613,2012-04-25T18:51:06.137000+00:00,Open,Patch Available
MAPREDUCE-3613,2012-04-25T21:15:40.041000+00:00,Patch Available,Resolved
MAPREDUCE-3613,2012-10-11T17:48:50.488000+00:00,Resolved,Closed
MAPREDUCE-3611,2011-12-31T08:42:09.179000+00:00,Open,Resolved
MAPREDUCE-3610,2012-01-04T10:24:03.474000+00:00,Open,Resolved
MAPREDUCE-3610,2012-03-05T02:48:49.719000+00:00,Resolved,Closed
MAPREDUCE-3608,2011-12-30T00:35:42.786000+00:00,Open,Patch Available
MAPREDUCE-3608,2011-12-30T02:25:54.419000+00:00,Patch Available,Resolved
MAPREDUCE-3608,2012-03-05T02:49:42.951000+00:00,Resolved,Closed
MAPREDUCE-3607,2012-01-24T23:31:51.347000+00:00,Open,Resolved
MAPREDUCE-3607,2012-01-31T01:55:59.900000+00:00,Resolved,Closed
MAPREDUCE-3605,2011-12-29T00:18:09.105000+00:00,Open,Patch Available
MAPREDUCE-3605,2011-12-29T03:45:45.481000+00:00,Patch Available,Open
MAPREDUCE-3605,2012-01-17T07:01:46.861000+00:00,Open,Resolved
MAPREDUCE-3604,2011-12-28T07:21:32.083000+00:00,Open,Patch Available
MAPREDUCE-3604,2011-12-28T18:25:37.957000+00:00,Patch Available,Resolved
MAPREDUCE-3604,2012-03-05T02:48:46.185000+00:00,Resolved,Closed
MAPREDUCE-3603,2013-04-16T23:30:28.034000+00:00,Open,Resolved
MAPREDUCE-3602,2012-08-03T17:36:19.397000+00:00,Open,Resolved
MAPREDUCE-3601,2012-08-03T17:36:52.395000+00:00,Open,Resolved
MAPREDUCE-3600,2012-08-03T17:35:30.628000+00:00,Open,Resolved
MAPREDUCE-3598,2011-12-26T07:53:39.005000+00:00,Open,Resolved
MAPREDUCE-3597,2011-12-23T10:01:41.920000+00:00,Open,Patch Available
MAPREDUCE-3597,2011-12-23T11:40:28.560000+00:00,Patch Available,Open
MAPREDUCE-3597,2011-12-23T11:40:37.346000+00:00,Open,Patch Available
MAPREDUCE-3597,2011-12-23T14:51:44.015000+00:00,Patch Available,Resolved
MAPREDUCE-3597,2012-03-05T02:49:37.466000+00:00,Resolved,Closed
MAPREDUCE-3596,2012-01-12T03:13:31.480000+00:00,Open,Patch Available
MAPREDUCE-3596,2012-01-12T04:07:34.756000+00:00,Patch Available,Open
MAPREDUCE-3596,2012-01-12T04:08:03.504000+00:00,Open,Patch Available
MAPREDUCE-3596,2012-01-12T19:18:19.845000+00:00,Patch Available,Open
MAPREDUCE-3596,2012-01-12T19:19:39.071000+00:00,Open,Patch Available
MAPREDUCE-3596,2012-01-12T22:49:39.134000+00:00,Patch Available,Open
MAPREDUCE-3596,2012-01-13T01:32:14.373000+00:00,Open,Patch Available
MAPREDUCE-3596,2012-01-13T21:18:41.591000+00:00,Patch Available,Resolved
MAPREDUCE-3596,2012-03-05T02:49:52.950000+00:00,Resolved,Closed
MAPREDUCE-3595,2011-12-22T19:53:01.030000+00:00,Open,Patch Available
MAPREDUCE-3595,2012-01-04T23:16:40.837000+00:00,Patch Available,Resolved
MAPREDUCE-3595,2012-03-05T02:49:26.563000+00:00,Resolved,Closed
MAPREDUCE-3593,2011-12-28T19:29:50.912000+00:00,Open,Patch Available
MAPREDUCE-3593,2012-01-10T21:38:20.977000+00:00,Patch Available,Resolved
MAPREDUCE-3588,2011-12-20T23:56:29.397000+00:00,Open,Patch Available
MAPREDUCE-3588,2011-12-21T00:07:31.730000+00:00,Patch Available,Resolved
MAPREDUCE-3588,2012-03-05T02:49:40.070000+00:00,Resolved,Closed
MAPREDUCE-3587,2015-03-09T21:55:32.133000+00:00,Open,Resolved
MAPREDUCE-3586,2011-12-20T21:21:49.983000+00:00,Open,Patch Available
MAPREDUCE-3586,2011-12-21T23:50:37.893000+00:00,Patch Available,Resolved
MAPREDUCE-3586,2012-03-05T02:49:18.875000+00:00,Resolved,Closed
MAPREDUCE-3585,2012-01-26T16:52:01.182000+00:00,Open,Resolved
MAPREDUCE-3583,2011-12-21T15:17:33.449000+00:00,Open,Patch Available
MAPREDUCE-3583,2012-02-23T23:03:45.725000+00:00,Patch Available,Resolved
MAPREDUCE-3583,2012-04-05T18:42:10.227000+00:00,Resolved,Closed
MAPREDUCE-3582,2011-12-20T19:47:13.528000+00:00,Open,Patch Available
MAPREDUCE-3582,2011-12-20T22:13:12.520000+00:00,Patch Available,In Progress
MAPREDUCE-3582,2011-12-26T23:09:47.012000+00:00,In Progress,Patch Available
MAPREDUCE-3582,2012-01-20T19:55:04.327000+00:00,Patch Available,Resolved
MAPREDUCE-3582,2012-03-05T02:48:49.945000+00:00,Resolved,Closed
MAPREDUCE-3579,2011-12-17T16:51:43.024000+00:00,Open,Patch Available
MAPREDUCE-3579,2011-12-17T17:38:06.598000+00:00,Patch Available,Resolved
MAPREDUCE-3579,2012-03-05T02:48:39.964000+00:00,Resolved,Closed
MAPREDUCE-3578,2012-03-05T22:25:42.853000+00:00,Open,Patch Available
MAPREDUCE-3578,2012-03-09T17:39:04.250000+00:00,Patch Available,Resolved
MAPREDUCE-3578,2012-05-23T20:28:29.765000+00:00,Resolved,Closed
MAPREDUCE-3575,2011-12-20T19:26:38.226000+00:00,Open,Resolved
MAPREDUCE-3574,2011-12-20T20:28:00.059000+00:00,Open,Resolved
MAPREDUCE-3572,2012-01-04T18:07:51.113000+00:00,Open,Patch Available
MAPREDUCE-3572,2012-01-05T01:38:42.696000+00:00,Patch Available,Resolved
MAPREDUCE-3572,2012-03-05T02:49:17.689000+00:00,Resolved,Closed
MAPREDUCE-3571,2011-12-16T00:05:33.487000+00:00,Open,Resolved
MAPREDUCE-3570,2011-12-16T00:18:46.767000+00:00,Open,Patch Available
MAPREDUCE-3570,2011-12-29T08:11:49.143000+00:00,Patch Available,Open
MAPREDUCE-3569,2012-01-04T21:03:07.096000+00:00,Open,Patch Available
MAPREDUCE-3569,2012-01-05T03:26:21.124000+00:00,Patch Available,Open
MAPREDUCE-3569,2012-01-05T03:27:17.912000+00:00,Open,Patch Available
MAPREDUCE-3569,2012-01-05T05:21:36.458000+00:00,Patch Available,Resolved
MAPREDUCE-3569,2012-03-05T02:49:24.678000+00:00,Resolved,Closed
MAPREDUCE-3568,2011-12-21T00:57:03.311000+00:00,Open,In Progress
MAPREDUCE-3568,2011-12-21T00:57:07.831000+00:00,In Progress,Open
MAPREDUCE-3568,2011-12-21T00:57:10.683000+00:00,Open,In Progress
MAPREDUCE-3568,2011-12-21T00:57:13.520000+00:00,In Progress,Open
MAPREDUCE-3568,2011-12-21T00:57:23.053000+00:00,Open,Patch Available
MAPREDUCE-3568,2011-12-22T19:22:52.364000+00:00,Patch Available,Open
MAPREDUCE-3568,2011-12-22T19:23:29.183000+00:00,Open,Patch Available
MAPREDUCE-3568,2011-12-27T17:54:41.687000+00:00,Patch Available,Open
MAPREDUCE-3568,2011-12-27T17:55:31.427000+00:00,Open,Patch Available
MAPREDUCE-3568,2011-12-27T19:56:19.442000+00:00,Patch Available,Resolved
MAPREDUCE-3568,2012-03-05T02:49:41.965000+00:00,Resolved,Closed
MAPREDUCE-3567,2011-12-21T00:27:15.905000+00:00,Open,Patch Available
MAPREDUCE-3567,2011-12-22T20:10:44.585000+00:00,Patch Available,Open
MAPREDUCE-3567,2011-12-22T20:11:45.547000+00:00,Open,Patch Available
MAPREDUCE-3567,2011-12-22T22:36:46.997000+00:00,Patch Available,Resolved
MAPREDUCE-3567,2012-03-05T02:49:26.896000+00:00,Resolved,Closed
MAPREDUCE-3566,2011-12-21T00:10:24.832000+00:00,Open,Patch Available
MAPREDUCE-3566,2011-12-27T18:53:22.509000+00:00,Patch Available,Open
MAPREDUCE-3566,2012-01-03T18:09:23.100000+00:00,Open,Patch Available
MAPREDUCE-3566,2012-01-03T20:08:00.359000+00:00,Patch Available,Open
MAPREDUCE-3566,2012-01-03T20:09:01.449000+00:00,Open,Patch Available
MAPREDUCE-3566,2012-01-04T23:03:36.590000+00:00,Patch Available,Open
MAPREDUCE-3566,2012-01-04T23:06:29.443000+00:00,Open,Patch Available
MAPREDUCE-3566,2012-01-05T01:35:09.688000+00:00,Patch Available,Resolved
MAPREDUCE-3566,2012-03-05T02:48:57.207000+00:00,Resolved,Closed
MAPREDUCE-3564,2011-12-16T01:01:04.850000+00:00,Open,Patch Available
MAPREDUCE-3564,2011-12-16T02:10:25.580000+00:00,Patch Available,Resolved
MAPREDUCE-3564,2012-03-05T02:48:44.451000+00:00,Resolved,Closed
MAPREDUCE-3563,2011-12-15T08:22:43.982000+00:00,Open,Patch Available
MAPREDUCE-3563,2011-12-15T09:32:57.410000+00:00,Patch Available,Open
MAPREDUCE-3563,2011-12-15T19:40:22.664000+00:00,Open,Patch Available
MAPREDUCE-3563,2011-12-19T23:08:58.457000+00:00,Patch Available,Resolved
MAPREDUCE-3563,2012-03-05T02:48:38.455000+00:00,Resolved,Closed
MAPREDUCE-3562,2011-12-15T14:55:39.340000+00:00,Open,Patch Available
MAPREDUCE-3562,2012-07-13T21:12:13.282000+00:00,Patch Available,Open
MAPREDUCE-3561,2015-05-08T18:11:16.979000+00:00,Open,Resolved
MAPREDUCE-3560,2011-12-15T00:52:19.966000+00:00,Open,Patch Available
MAPREDUCE-3560,2011-12-15T09:13:34.356000+00:00,Patch Available,Resolved
MAPREDUCE-3560,2012-03-05T02:49:29.937000+00:00,Resolved,Closed
MAPREDUCE-3557,2011-12-14T14:50:14.749000+00:00,Open,Patch Available
MAPREDUCE-3557,2011-12-14T17:24:44.402000+00:00,Patch Available,Resolved
MAPREDUCE-3557,2012-03-05T02:49:08.216000+00:00,Resolved,Closed
MAPREDUCE-3556,2011-12-15T15:05:08.310000+00:00,Open,Patch Available
MAPREDUCE-3556,2013-01-17T13:12:43.345000+00:00,Patch Available,Resolved
MAPREDUCE-3553,2011-12-21T03:50:16.668000+00:00,Open,Patch Available
MAPREDUCE-3553,2011-12-22T21:51:49.736000+00:00,Patch Available,Open
MAPREDUCE-3553,2012-01-06T15:37:26.645000+00:00,Open,Patch Available
MAPREDUCE-3553,2012-01-11T20:54:30.014000+00:00,Patch Available,Open
MAPREDUCE-3553,2012-01-11T22:17:03.731000+00:00,Open,Patch Available
MAPREDUCE-3553,2012-01-12T00:02:20.578000+00:00,Patch Available,Resolved
MAPREDUCE-3553,2012-03-05T02:49:34.140000+00:00,Resolved,Closed
MAPREDUCE-3551,2014-04-15T20:41:46.149000+00:00,Open,Resolved
MAPREDUCE-3549,2012-01-18T15:26:44.029000+00:00,Open,Patch Available
MAPREDUCE-3549,2012-01-21T00:55:28.479000+00:00,Patch Available,Resolved
MAPREDUCE-3549,2012-03-05T02:49:18.663000+00:00,Resolved,Closed
MAPREDUCE-3548,2012-01-04T18:13:19.412000+00:00,Open,Patch Available
MAPREDUCE-3548,2012-01-05T20:02:33.950000+00:00,Patch Available,Resolved
MAPREDUCE-3548,2012-03-05T02:49:27.135000+00:00,Resolved,Closed
MAPREDUCE-3547,2011-12-14T16:17:11.157000+00:00,Open,Patch Available
MAPREDUCE-3547,2011-12-20T22:04:40.970000+00:00,Patch Available,Open
MAPREDUCE-3547,2011-12-21T15:59:22.688000+00:00,Open,Patch Available
MAPREDUCE-3547,2011-12-29T08:08:00.206000+00:00,Patch Available,Resolved
MAPREDUCE-3547,2012-03-05T02:49:19.459000+00:00,Resolved,Closed
MAPREDUCE-3546,2012-03-23T20:03:22.368000+00:00,Open,Resolved
MAPREDUCE-3545,2011-12-14T05:55:45.695000+00:00,Open,Patch Available
MAPREDUCE-3545,2011-12-14T06:57:18.524000+00:00,Patch Available,Resolved
MAPREDUCE-3545,2012-05-23T20:28:30.459000+00:00,Resolved,Closed
MAPREDUCE-3544,2011-12-14T00:20:03.595000+00:00,Open,Patch Available
MAPREDUCE-3544,2011-12-14T01:21:41.484000+00:00,Patch Available,Resolved
MAPREDUCE-3544,2012-03-05T02:48:52.748000+00:00,Resolved,Closed
MAPREDUCE-3543,2012-05-09T19:16:25.756000+00:00,Open,Patch Available
MAPREDUCE-3543,2012-05-09T19:37:07.573000+00:00,Patch Available,Open
MAPREDUCE-3543,2012-05-09T21:00:02.352000+00:00,Open,Patch Available
MAPREDUCE-3543,2012-05-09T21:34:32.893000+00:00,Patch Available,Open
MAPREDUCE-3543,2012-05-10T20:36:34.480000+00:00,Open,Patch Available
MAPREDUCE-3543,2012-05-16T05:31:50.645000+00:00,Patch Available,Open
MAPREDUCE-3543,2012-05-16T12:08:53.785000+00:00,Open,Patch Available
MAPREDUCE-3543,2012-05-17T15:41:12.904000+00:00,Patch Available,Resolved
MAPREDUCE-3543,2012-10-11T17:48:49.965000+00:00,Resolved,Closed
MAPREDUCE-3542,2011-12-13T21:40:26.138000+00:00,Open,Patch Available
MAPREDUCE-3542,2011-12-13T23:03:37.197000+00:00,Patch Available,Resolved
MAPREDUCE-3542,2012-03-05T02:48:54.025000+00:00,Resolved,Closed
MAPREDUCE-3541,2011-12-13T17:27:25.221000+00:00,Open,Patch Available
MAPREDUCE-3541,2011-12-14T20:00:59.789000+00:00,Patch Available,Resolved
MAPREDUCE-3541,2012-03-05T02:49:31.446000+00:00,Resolved,Closed
MAPREDUCE-3540,2012-03-23T15:47:41.907000+00:00,Open,Patch Available
MAPREDUCE-3540,2013-06-14T12:56:45.798000+00:00,Patch Available,Resolved
MAPREDUCE-3539,2011-12-19T13:28:54.050000+00:00,Open,Patch Available
MAPREDUCE-3539,2015-03-17T08:51:16.773000+00:00,Patch Available,Resolved
MAPREDUCE-3537,2011-12-13T01:28:23.641000+00:00,Open,Patch Available
MAPREDUCE-3537,2011-12-13T06:35:43.643000+00:00,Patch Available,Resolved
MAPREDUCE-3537,2012-03-05T02:48:43.746000+00:00,Resolved,Closed
MAPREDUCE-3536,2015-03-18T18:30:27.887000+00:00,Open,Resolved
MAPREDUCE-3534,2012-01-23T21:46:17.093000+00:00,Open,Resolved
MAPREDUCE-3534,2012-03-05T02:49:15.945000+00:00,Resolved,Closed
MAPREDUCE-3533,2013-06-14T13:45:58.614000+00:00,Open,Resolved
MAPREDUCE-3533,2013-08-27T22:21:57.854000+00:00,Resolved,Closed
MAPREDUCE-3532,2012-01-04T18:45:06.418000+00:00,Open,Patch Available
MAPREDUCE-3532,2012-01-13T22:08:03.245000+00:00,Patch Available,Open
MAPREDUCE-3532,2012-01-13T22:23:04.930000+00:00,Open,Resolved
MAPREDUCE-3532,2012-03-05T02:49:27.667000+00:00,Resolved,Closed
MAPREDUCE-3531,2011-12-14T18:11:46.984000+00:00,Open,Patch Available
MAPREDUCE-3531,2011-12-14T20:44:28.336000+00:00,Patch Available,Open
MAPREDUCE-3531,2011-12-14T20:49:52.213000+00:00,Open,Patch Available
MAPREDUCE-3531,2011-12-15T02:13:20.542000+00:00,Patch Available,Resolved
MAPREDUCE-3531,2012-03-05T02:49:34.351000+00:00,Resolved,Closed
MAPREDUCE-3530,2011-12-14T00:51:05.180000+00:00,Open,Patch Available
MAPREDUCE-3530,2011-12-14T08:53:22.959000+00:00,Patch Available,Open
MAPREDUCE-3530,2011-12-14T08:54:04.250000+00:00,Open,Patch Available
MAPREDUCE-3530,2011-12-14T19:17:39.036000+00:00,Patch Available,Open
MAPREDUCE-3530,2011-12-14T19:18:55.866000+00:00,Open,Patch Available
MAPREDUCE-3530,2011-12-14T21:24:04.854000+00:00,Patch Available,Resolved
MAPREDUCE-3530,2012-03-05T02:49:46.531000+00:00,Resolved,Closed
MAPREDUCE-3529,2011-12-20T05:54:48.868000+00:00,Open,Patch Available
MAPREDUCE-3529,2011-12-20T20:12:34.917000+00:00,Patch Available,Open
MAPREDUCE-3529,2012-01-03T19:01:05.485000+00:00,Open,Patch Available
MAPREDUCE-3529,2012-01-03T20:06:11.477000+00:00,Patch Available,Open
MAPREDUCE-3529,2012-01-04T19:03:33.433000+00:00,Open,Patch Available
MAPREDUCE-3529,2012-01-04T23:08:59.301000+00:00,Patch Available,Resolved
MAPREDUCE-3529,2012-03-05T02:49:44.571000+00:00,Resolved,Closed
MAPREDUCE-3528,2012-01-09T21:35:29.342000+00:00,Open,Patch Available
MAPREDUCE-3528,2012-01-09T22:38:48.803000+00:00,Patch Available,Resolved
MAPREDUCE-3528,2012-03-05T02:49:46.699000+00:00,Resolved,Closed
MAPREDUCE-3527,2011-12-10T01:29:07.850000+00:00,Open,Patch Available
MAPREDUCE-3527,2011-12-12T18:39:36.059000+00:00,Patch Available,Resolved
MAPREDUCE-3527,2012-03-05T02:48:42.911000+00:00,Resolved,Closed
MAPREDUCE-3525,2012-01-22T18:16:05.488000+00:00,Open,Resolved
MAPREDUCE-3525,2012-03-05T02:48:44.762000+00:00,Resolved,Closed
MAPREDUCE-3524,2012-02-21T23:10:32.593000+00:00,Open,Resolved
MAPREDUCE-3522,2011-12-08T23:50:22.799000+00:00,Open,Patch Available
MAPREDUCE-3522,2011-12-09T21:43:04.427000+00:00,Patch Available,Open
MAPREDUCE-3522,2011-12-12T23:18:26.327000+00:00,Open,Patch Available
MAPREDUCE-3522,2011-12-13T03:27:45.366000+00:00,Patch Available,Open
MAPREDUCE-3522,2011-12-13T03:28:08.485000+00:00,Open,Patch Available
MAPREDUCE-3522,2011-12-29T07:26:42.100000+00:00,Patch Available,Open
MAPREDUCE-3522,2011-12-29T07:42:19.680000+00:00,Open,Patch Available
MAPREDUCE-3522,2011-12-29T19:08:41.652000+00:00,Patch Available,Resolved
MAPREDUCE-3522,2012-03-05T02:48:42.306000+00:00,Resolved,Closed
MAPREDUCE-3521,2011-12-13T21:30:03.334000+00:00,Open,Patch Available
MAPREDUCE-3521,2011-12-29T08:25:51.780000+00:00,Patch Available,Resolved
MAPREDUCE-3521,2012-03-05T02:49:50.728000+00:00,Resolved,Closed
MAPREDUCE-3519,2011-12-09T17:00:25.266000+00:00,Open,Patch Available
MAPREDUCE-3519,2011-12-09T23:21:05.318000+00:00,Patch Available,Resolved
MAPREDUCE-3519,2012-03-05T02:49:49.799000+00:00,Resolved,Closed
MAPREDUCE-3518,2011-12-07T22:52:35.299000+00:00,Open,Patch Available
MAPREDUCE-3518,2011-12-08T16:35:54.522000+00:00,Patch Available,Open
MAPREDUCE-3518,2011-12-08T18:20:06.982000+00:00,Open,Patch Available
MAPREDUCE-3518,2011-12-09T19:58:44.575000+00:00,Patch Available,Open
MAPREDUCE-3518,2011-12-09T21:51:48.559000+00:00,Open,Patch Available
MAPREDUCE-3518,2011-12-12T20:40:05.490000+00:00,Patch Available,Open
MAPREDUCE-3518,2011-12-12T20:40:52.548000+00:00,Open,Patch Available
MAPREDUCE-3518,2011-12-12T23:12:15.833000+00:00,Patch Available,Resolved
MAPREDUCE-3518,2012-03-05T02:49:08.952000+00:00,Resolved,Closed
MAPREDUCE-3517,2011-12-07T09:59:37.538000+00:00,Open,Patch Available
MAPREDUCE-3516,2012-01-23T11:31:37.378000+00:00,Open,Patch Available
MAPREDUCE-3516,2012-01-23T12:21:05.998000+00:00,Patch Available,Open
MAPREDUCE-3515,2011-12-20T23:40:29.519000+00:00,Open,Resolved
MAPREDUCE-3513,2011-12-06T10:27:58.875000+00:00,Open,Patch Available
MAPREDUCE-3513,2011-12-06T17:21:55.645000+00:00,Patch Available,Open
MAPREDUCE-3513,2011-12-07T04:40:08.763000+00:00,Open,Patch Available
MAPREDUCE-3513,2011-12-09T02:02:28.019000+00:00,Patch Available,Resolved
MAPREDUCE-3513,2012-03-05T02:48:51.117000+00:00,Resolved,Closed
MAPREDUCE-3512,2012-01-11T00:19:38.950000+00:00,Open,Patch Available
MAPREDUCE-3512,2012-01-11T23:24:44.112000+00:00,Patch Available,Open
MAPREDUCE-3512,2012-01-11T23:24:56.478000+00:00,Open,Patch Available
MAPREDUCE-3512,2012-01-12T01:44:10.887000+00:00,Patch Available,Resolved
MAPREDUCE-3512,2012-03-05T02:49:34.891000+00:00,Resolved,Closed
MAPREDUCE-3511,2012-01-08T01:57:44.356000+00:00,Open,Patch Available
MAPREDUCE-3511,2012-01-09T19:54:47.888000+00:00,Patch Available,Open
MAPREDUCE-3511,2012-01-09T20:07:18.895000+00:00,Open,Patch Available
MAPREDUCE-3511,2012-01-09T21:08:05.649000+00:00,Patch Available,Resolved
MAPREDUCE-3511,2012-03-05T02:49:54.247000+00:00,Resolved,Closed
MAPREDUCE-3510,2011-12-05T23:23:03.262000+00:00,Open,Patch Available
MAPREDUCE-3510,2011-12-06T15:32:13.780000+00:00,Patch Available,Open
MAPREDUCE-3510,2011-12-06T20:56:23.723000+00:00,Open,Patch Available
MAPREDUCE-3510,2011-12-09T02:26:27.766000+00:00,Patch Available,Open
MAPREDUCE-3510,2011-12-09T16:13:36.381000+00:00,Open,Patch Available
MAPREDUCE-3510,2011-12-09T16:55:17.381000+00:00,Patch Available,Open
MAPREDUCE-3510,2011-12-09T22:03:35.536000+00:00,Open,Patch Available
MAPREDUCE-3510,2011-12-13T00:26:20.415000+00:00,Patch Available,Resolved
MAPREDUCE-3510,2012-03-05T02:49:44.677000+00:00,Resolved,Closed
MAPREDUCE-3506,2012-08-20T23:30:47.140000+00:00,Open,Patch Available
MAPREDUCE-3506,2012-08-21T15:24:53.395000+00:00,Patch Available,Resolved
MAPREDUCE-3506,2012-10-11T17:48:43.618000+00:00,Resolved,Closed
MAPREDUCE-3505,2011-12-12T11:06:51.826000+00:00,Open,Patch Available
MAPREDUCE-3505,2011-12-29T08:17:24.002000+00:00,Patch Available,Open
MAPREDUCE-3505,2012-01-24T03:36:55.221000+00:00,Open,Patch Available
MAPREDUCE-3505,2012-01-24T18:26:27.328000+00:00,Patch Available,Resolved
MAPREDUCE-3505,2012-03-05T02:49:41.080000+00:00,Resolved,Closed
MAPREDUCE-3504,2011-12-15T13:46:13.878000+00:00,Open,Patch Available
MAPREDUCE-3504,2015-03-11T23:36:18.735000+00:00,Patch Available,Resolved
MAPREDUCE-3503,2012-02-16T12:50:13.386000+00:00,Open,Resolved
MAPREDUCE-3502,2011-12-02T17:16:30.480000+00:00,Open,In Progress
MAPREDUCE-3502,2011-12-02T17:24:08.302000+00:00,In Progress,Patch Available
MAPREDUCE-3502,2011-12-12T19:18:50.995000+00:00,Patch Available,Open
MAPREDUCE-3502,2011-12-12T19:31:10.055000+00:00,Open,Patch Available
MAPREDUCE-3502,2012-02-07T15:09:24.390000+00:00,Patch Available,Open
MAPREDUCE-3502,2012-02-07T15:09:28.154000+00:00,Open,In Progress
MAPREDUCE-3502,2013-06-24T15:46:02.987000+00:00,In Progress,Resolved
MAPREDUCE-3502,2013-08-27T22:22:17.107000+00:00,Resolved,Closed
MAPREDUCE-3500,2011-12-03T00:58:52.210000+00:00,Open,Patch Available
MAPREDUCE-3500,2011-12-03T01:09:27.723000+00:00,Patch Available,Resolved
MAPREDUCE-3500,2012-03-05T02:49:40.848000+00:00,Resolved,Closed
