assignee_code,Skill_Tag,issue_count,skill_level
A-5838,Testing & Verification,10,3
A-5838,Design & API Evolution,8,3
A-5838,Other,6,3
A-5838,Performance Optimization,6,3
A-5838,Code Refactoring & Cleanup,1,1
A-5838,Documentation,1,1
A-5838,Project / General Task,1,1
A-5839,Bug fixing / Maintenance,163,5
A-5839,Feature / Improvement Implementation,42,5
A-5839,Other,17,4
A-5839,Testing & Verification,9,3
A-5839,Design & API Evolution,7,3
A-5839,Build & Release Engineering,4,2
A-5839,Project / General Task,3,2
A-5839,Performance Optimization,1,1
A-584,Feature / Improvement Implementation,1,1
A-584,Testing & Verification,1,1
A-5840,Bug fixing / Maintenance,16,4
A-5840,Feature / Improvement Implementation,14,4
A-5840,Design & API Evolution,5,2
A-5840,Build & Release Engineering,1,1
A-5840,Testing & Verification,1,1
A-5841,Bug fixing / Maintenance,209,5
A-5841,Feature / Improvement Implementation,22,5
A-5841,Testing & Verification,13,4
A-5841,Other,4,2
A-5841,Build & Release Engineering,2,1
A-5841,Design & API Evolution,2,1
A-5841,Documentation,1,1
A-5842,Bug fixing / Maintenance,12,4
A-5842,Feature / Improvement Implementation,9,3
A-5842,Project / General Task,4,2
A-5842,Build & Release Engineering,2,1
A-5842,Testing & Verification,1,1
A-5843,Feature / Improvement Implementation,16,4
A-5843,Bug fixing / Maintenance,6,3
A-5843,Design & API Evolution,4,2
A-5843,Build & Release Engineering,3,2
A-5844,Bug fixing / Maintenance,10,3
A-5844,Project / General Task,1,1
A-5844,Testing & Verification,1,1
A-5845,Bug fixing / Maintenance,20,4
A-5845,Feature / Improvement Implementation,9,3
A-5845,Build & Release Engineering,3,2
A-5845,Other,2,1
A-5845,Design & API Evolution,1,1
A-5846,Bug fixing / Maintenance,100,5
A-5846,Feature / Improvement Implementation,21,5
A-5846,Testing & Verification,7,3
A-5846,Build & Release Engineering,5,2
A-5846,Design & API Evolution,2,1
A-5846,Code Refactoring & Cleanup,1,1
A-5846,Documentation,1,1
A-5846,Performance Optimization,1,1
A-5847,Feature / Improvement Implementation,13,4
A-5847,Bug fixing / Maintenance,8,3
A-5847,Design & API Evolution,4,2
A-5847,Build & Release Engineering,2,1
A-5847,Testing & Verification,1,1
A-5848,Bug fixing / Maintenance,1,1
A-5849,Bug fixing / Maintenance,69,5
A-5849,Feature / Improvement Implementation,51,5
A-5849,Build & Release Engineering,7,3
A-5849,Other,3,2
A-5849,Testing & Verification,2,1
A-585,Feature / Improvement Implementation,1,1
A-5850,Design & API Evolution,1,1
A-5850,Feature / Improvement Implementation,1,1
A-5851,Bug fixing / Maintenance,8,3
A-5851,Feature / Improvement Implementation,5,2
A-5851,Design & API Evolution,2,1
A-5851,Testing & Verification,1,1
A-5852,Bug fixing / Maintenance,6,3
A-5852,Feature / Improvement Implementation,3,2
A-5852,Performance Optimization,2,1
A-5852,Testing & Verification,1,1
A-5853,Feature / Improvement Implementation,1,1
A-5854,Design & API Evolution,2,1
A-5855,Bug fixing / Maintenance,4,2
A-5855,Design & API Evolution,1,1
A-5856,Bug fixing / Maintenance,2,1
A-5856,Feature / Improvement Implementation,1,1
A-5856,Project / General Task,1,1
A-5857,Bug fixing / Maintenance,13,4
A-5857,Feature / Improvement Implementation,10,3
A-5857,Design & API Evolution,1,1
A-5857,Documentation,1,1
A-5858,Bug fixing / Maintenance,3,2
A-5859,Bug fixing / Maintenance,22,5
A-5859,Feature / Improvement Implementation,12,4
A-5859,Documentation,5,2
A-5859,Other,5,2
A-5859,Project / General Task,3,2
A-5859,Build & Release Engineering,2,1
A-5859,Design & API Evolution,2,1
A-5859,Performance Optimization,1,1
A-5859,Testing & Verification,1,1
A-586,Documentation,1,1
A-5860,Other,118,5
A-5860,Bug fixing / Maintenance,63,5
A-5860,Testing & Verification,32,5
A-5860,Feature / Improvement Implementation,17,4
A-5860,Design & API Evolution,3,2
A-5860,Project / General Task,3,2
A-5860,Performance Optimization,2,1
A-5860,Build & Release Engineering,1,1
A-5861,Feature / Improvement Implementation,4,2
A-5861,Build & Release Engineering,1,1
A-5862,Bug fixing / Maintenance,60,5
A-5862,Build & Release Engineering,13,4
A-5862,Feature / Improvement Implementation,9,3
A-5862,Documentation,5,2
A-5862,Testing & Verification,5,2
A-5862,Code Refactoring & Cleanup,2,1
A-5862,Other,2,1
A-5862,Project / General Task,2,1
A-5863,Bug fixing / Maintenance,6,3
A-5863,Build & Release Engineering,3,2
A-5863,Feature / Improvement Implementation,3,2
A-5863,Testing & Verification,3,2
A-5863,Performance Optimization,2,1
A-5863,Design & API Evolution,1,1
A-5864,Bug fixing / Maintenance,7,3
A-5864,Feature / Improvement Implementation,5,2
A-5864,Build & Release Engineering,1,1
A-5865,Bug fixing / Maintenance,47,5
A-5865,Feature / Improvement Implementation,6,3
A-5865,Documentation,2,1
A-5865,Testing & Verification,2,1
A-5865,Design & API Evolution,1,1
A-5865,Other,1,1
A-5866,Build & Release Engineering,1,1
A-5867,Bug fixing / Maintenance,36,5
A-5867,Feature / Improvement Implementation,17,4
A-5867,Testing & Verification,5,2
A-5867,Other,4,2
A-5867,Design & API Evolution,3,2
A-5867,Build & Release Engineering,2,1
A-5868,Bug fixing / Maintenance,3,2
A-5868,Testing & Verification,2,1
A-5868,Build & Release Engineering,1,1
A-5869,Bug fixing / Maintenance,128,5
A-5869,Feature / Improvement Implementation,42,5
A-5869,Testing & Verification,14,4
A-5869,Design & API Evolution,4,2
A-5869,Other,4,2
A-5869,Build & Release Engineering,3,2
A-5869,Project / General Task,1,1
A-587,Other,1,1
A-5870,Feature / Improvement Implementation,1,1
A-5871,Feature / Improvement Implementation,159,5
A-5871,Bug fixing / Maintenance,135,5
A-5871,Design & API Evolution,34,5
A-5871,Build & Release Engineering,31,5
A-5871,Other,24,5
A-5871,Testing & Verification,20,4
A-5871,Documentation,4,2
A-5871,Project / General Task,4,2
A-5871,Code Refactoring & Cleanup,2,1
A-5871,Performance Optimization,1,1
A-5872,Bug fixing / Maintenance,29,5
A-5872,Design & API Evolution,3,2
A-5872,Testing & Verification,1,1
A-5873,Bug fixing / Maintenance,22,5
A-5873,Feature / Improvement Implementation,4,2
A-5873,Performance Optimization,1,1
A-5873,Testing & Verification,1,1
A-5874,Bug fixing / Maintenance,88,5
A-5874,Feature / Improvement Implementation,9,3
A-5874,Build & Release Engineering,8,3
A-5874,Testing & Verification,5,2
A-5874,Design & API Evolution,2,1
A-5874,Project / General Task,1,1
A-5875,Bug fixing / Maintenance,10,3
A-5875,Feature / Improvement Implementation,3,2
A-5876,Design & API Evolution,1,1
A-5877,Bug fixing / Maintenance,145,5
A-5877,Other,21,5
A-5877,Feature / Improvement Implementation,10,3
A-5877,Testing & Verification,4,2
A-5877,Design & API Evolution,2,1
A-5877,Documentation,1,1
A-5878,Bug fixing / Maintenance,1,1
A-5878,Documentation,1,1
A-5878,Feature / Improvement Implementation,1,1
A-5878,Testing & Verification,1,1
A-5879,Feature / Improvement Implementation,1,1
A-588,Feature / Improvement Implementation,1,1
A-5880,Bug fixing / Maintenance,107,5
A-5880,Feature / Improvement Implementation,52,5
A-5880,Testing & Verification,7,3
A-5880,Design & API Evolution,6,3
A-5880,Other,4,2
A-5880,Build & Release Engineering,3,2
A-5880,Documentation,2,1
A-5880,Project / General Task,1,1
A-5881,Feature / Improvement Implementation,6,3
A-5881,Documentation,2,1
A-5881,Bug fixing / Maintenance,1,1
A-5881,Testing & Verification,1,1
A-5882,Bug fixing / Maintenance,130,5
A-5882,Feature / Improvement Implementation,39,5
A-5882,Testing & Verification,8,3
A-5882,Design & API Evolution,4,2
A-5882,Build & Release Engineering,2,1
A-5882,Documentation,2,1
A-5882,Other,2,1
A-5882,Performance Optimization,2,1
A-5882,Project / General Task,1,1
A-5883,Bug fixing / Maintenance,5,2
A-5883,Feature / Improvement Implementation,2,1
A-5883,Build & Release Engineering,1,1
A-5883,Testing & Verification,1,1
A-5884,Bug fixing / Maintenance,9,3
A-5884,Feature / Improvement Implementation,4,2
A-5884,Documentation,3,2
A-5884,Build & Release Engineering,2,1
A-5884,Testing & Verification,2,1
A-5884,Performance Optimization,1,1
A-5884,Project / General Task,1,1
A-5885,Bug fixing / Maintenance,41,5
A-5885,Testing & Verification,2,1
A-5885,Build & Release Engineering,1,1
A-5885,Design & API Evolution,1,1
A-5885,Feature / Improvement Implementation,1,1
A-5886,Bug fixing / Maintenance,1,1
A-5886,Feature / Improvement Implementation,1,1
A-5887,Bug fixing / Maintenance,2,1
A-5887,Feature / Improvement Implementation,1,1
A-5888,Bug fixing / Maintenance,1,1
A-5889,Bug fixing / Maintenance,1,1
A-589,Bug fixing / Maintenance,1,1
A-5890,Bug fixing / Maintenance,60,5
A-5890,Other,20,4
A-5890,Feature / Improvement Implementation,5,2
A-5890,Testing & Verification,4,2
A-5890,Documentation,1,1
A-5891,Bug fixing / Maintenance,1,1
A-5892,Bug fixing / Maintenance,2,1
A-5892,Other,1,1
A-5892,Testing & Verification,1,1
A-5893,Feature / Improvement Implementation,1,1
A-5894,Bug fixing / Maintenance,1,1
A-5895,Feature / Improvement Implementation,1,1
A-5896,Bug fixing / Maintenance,5,2
A-5896,Feature / Improvement Implementation,2,1
A-5896,Design & API Evolution,1,1
A-5896,Project / General Task,1,1
A-5896,Testing & Verification,1,1
A-5897,Bug fixing / Maintenance,1,1
A-5898,Bug fixing / Maintenance,2,1
A-5898,Documentation,1,1
A-5898,Feature / Improvement Implementation,1,1
A-5899,Bug fixing / Maintenance,1,1
A-59,Bug fixing / Maintenance,1,1
A-590,Feature / Improvement Implementation,1,1
A-5900,Bug fixing / Maintenance,38,5
A-5900,Other,26,5
A-5900,Feature / Improvement Implementation,20,4
A-5900,Project / General Task,10,3
A-5900,Testing & Verification,9,3
A-5900,Design & API Evolution,7,3
A-5900,Documentation,5,2
A-5900,Build & Release Engineering,3,2
A-5900,Performance Optimization,1,1
A-5901,Feature / Improvement Implementation,1,1
A-5902,Build & Release Engineering,1,1
A-5902,Feature / Improvement Implementation,1,1
A-5903,Bug fixing / Maintenance,39,5
A-5903,Feature / Improvement Implementation,30,5
A-5903,Project / General Task,5,2
A-5903,Design & API Evolution,3,2
A-5903,Build & Release Engineering,1,1
A-5903,Documentation,1,1
A-5903,Testing & Verification,1,1
A-5904,Feature / Improvement Implementation,1,1
A-5905,Bug fixing / Maintenance,1,1
A-5906,Bug fixing / Maintenance,2,1
A-5907,Bug fixing / Maintenance,4,2
A-5907,Feature / Improvement Implementation,2,1
A-5908,Bug fixing / Maintenance,13,4
A-5908,Feature / Improvement Implementation,4,2
A-5908,Other,1,1
A-5908,Project / General Task,1,1
A-5909,Bug fixing / Maintenance,12,4
A-5909,Documentation,1,1
A-5909,Other,1,1
A-5909,Project / General Task,1,1
A-591,Feature / Improvement Implementation,1,1
A-5910,Bug fixing / Maintenance,1,1
A-5911,Feature / Improvement Implementation,13,4
A-5911,Bug fixing / Maintenance,3,2
A-5911,Build & Release Engineering,1,1
A-5911,Design & API Evolution,1,1
A-5911,Performance Optimization,1,1
A-5912,Feature / Improvement Implementation,8,3
A-5912,Bug fixing / Maintenance,6,3
A-5912,Other,6,3
A-5912,Design & API Evolution,1,1
A-5912,Performance Optimization,1,1
A-5913,Feature / Improvement Implementation,5,2
A-5913,Bug fixing / Maintenance,3,2
A-5913,Performance Optimization,3,2
A-5913,Code Refactoring & Cleanup,1,1
A-5914,Bug fixing / Maintenance,1,1
A-5914,Design & API Evolution,1,1
A-5914,Feature / Improvement Implementation,1,1
A-5914,Project / General Task,1,1
A-5915,Bug fixing / Maintenance,2,1
A-5915,Build & Release Engineering,2,1
A-5915,Feature / Improvement Implementation,1,1
A-5916,Build & Release Engineering,3,2
A-5916,Bug fixing / Maintenance,2,1
A-5916,Performance Optimization,1,1
A-5916,Testing & Verification,1,1
A-5917,Bug fixing / Maintenance,3,2
A-5917,Feature / Improvement Implementation,1,1
A-5917,Project / General Task,1,1
A-5918,Bug fixing / Maintenance,35,5
A-5918,Project / General Task,8,3
A-5918,Other,7,3
A-5918,Build & Release Engineering,3,2
A-5918,Feature / Improvement Implementation,3,2
A-5918,Testing & Verification,2,1
A-5918,Documentation,1,1
A-5919,Feature / Improvement Implementation,1,1
A-592,Design & API Evolution,1,1
A-5920,Feature / Improvement Implementation,1,1
A-5921,Build & Release Engineering,1,1
A-5921,Testing & Verification,1,1
A-5922,Bug fixing / Maintenance,412,5
A-5922,Feature / Improvement Implementation,191,5
A-5922,Testing & Verification,143,5
A-5922,Build & Release Engineering,77,5
A-5922,Project / General Task,74,5
A-5922,Design & API Evolution,32,5
A-5922,Other,19,4
A-5922,Documentation,18,4
A-5922,Code Refactoring & Cleanup,3,2
A-5922,Performance Optimization,3,2
A-5923,Bug fixing / Maintenance,105,5
A-5923,Feature / Improvement Implementation,74,5
A-5923,Testing & Verification,44,5
A-5923,Project / General Task,24,5
A-5923,Performance Optimization,13,4
A-5923,Build & Release Engineering,9,3
A-5923,Design & API Evolution,9,3
A-5923,Code Refactoring & Cleanup,7,3
A-5923,Documentation,2,1
A-5923,Other,2,1
A-5924,Bug fixing / Maintenance,311,5
A-5924,Feature / Improvement Implementation,196,5
A-5924,Design & API Evolution,55,5
A-5924,Testing & Verification,40,5
A-5924,Other,33,5
A-5924,Code Refactoring & Cleanup,17,4
A-5924,Build & Release Engineering,14,4
A-5924,Performance Optimization,12,4
A-5924,Project / General Task,3,2
A-5924,Documentation,1,1
A-5925,Testing & Verification,16,4
A-5925,Bug fixing / Maintenance,12,4
A-5925,Feature / Improvement Implementation,9,3
A-5925,Design & API Evolution,5,2
A-5925,Build & Release Engineering,4,2
A-5925,Documentation,2,1
A-5925,Project / General Task,2,1
A-5926,Bug fixing / Maintenance,113,5
A-5926,Testing & Verification,66,5
A-5926,Feature / Improvement Implementation,23,5
A-5926,Project / General Task,22,5
A-5926,Build & Release Engineering,11,4
A-5926,Other,4,2
A-5926,Design & API Evolution,2,1
A-5926,Documentation,1,1
A-5927,Bug fixing / Maintenance,129,5
A-5927,Feature / Improvement Implementation,26,5
A-5927,Testing & Verification,12,4
A-5927,Build & Release Engineering,2,1
A-5927,Design & API Evolution,2,1
A-5927,Documentation,2,1
A-5927,Code Refactoring & Cleanup,1,1
A-5928,Testing & Verification,26,5
A-5928,Bug fixing / Maintenance,19,4
A-5928,Feature / Improvement Implementation,7,3
A-5928,Build & Release Engineering,4,2
A-5928,Other,1,1
A-5928,Project / General Task,1,1
A-5929,Bug fixing / Maintenance,241,5
A-5929,Feature / Improvement Implementation,118,5
A-5929,Build & Release Engineering,36,5
A-5929,Testing & Verification,35,5
A-5929,Design & API Evolution,20,4
A-5929,Project / General Task,15,4
A-5929,Documentation,7,3
A-5929,Performance Optimization,6,3
A-5929,Other,4,2
A-5929,Code Refactoring & Cleanup,2,1
A-593,Feature / Improvement Implementation,1,1
A-5930,Bug fixing / Maintenance,131,5
A-5930,Feature / Improvement Implementation,64,5
A-5930,Testing & Verification,23,5
A-5930,Design & API Evolution,8,3
A-5930,Build & Release Engineering,7,3
A-5930,Documentation,3,2
A-5930,Code Refactoring & Cleanup,2,1
A-5930,Performance Optimization,2,1
A-5930,Other,1,1
A-5931,Bug fixing / Maintenance,321,5
A-5931,Feature / Improvement Implementation,160,5
A-5931,Testing & Verification,62,5
A-5931,Build & Release Engineering,33,5
A-5931,Design & API Evolution,27,5
A-5931,Other,20,4
A-5931,Performance Optimization,3,2
A-5931,Project / General Task,2,1
A-5931,Code Refactoring & Cleanup,1,1
A-5931,Documentation,1,1
A-5932,Bug fixing / Maintenance,2,1
A-5932,Feature / Improvement Implementation,1,1
A-5933,Bug fixing / Maintenance,71,5
A-5933,Feature / Improvement Implementation,53,5
A-5933,Build & Release Engineering,32,5
A-5933,Project / General Task,30,5
A-5933,Testing & Verification,22,5
A-5933,Design & API Evolution,11,4
A-5933,Documentation,11,4
A-5933,Code Refactoring & Cleanup,1,1
A-5934,Bug fixing / Maintenance,560,5
A-5934,Feature / Improvement Implementation,86,5
A-5934,Testing & Verification,26,5
A-5934,Design & API Evolution,12,4
A-5934,Build & Release Engineering,3,2
A-5934,Code Refactoring & Cleanup,1,1
A-5934,Documentation,1,1
A-5935,Bug fixing / Maintenance,235,5
A-5935,Feature / Improvement Implementation,148,5
A-5935,Testing & Verification,75,5
A-5935,Design & API Evolution,31,5
A-5935,Build & Release Engineering,21,5
A-5935,Project / General Task,15,4
A-5935,Other,9,3
A-5935,Code Refactoring & Cleanup,7,3
A-5935,Documentation,4,2
A-5935,Performance Optimization,2,1
A-5936,Bug fixing / Maintenance,352,5
A-5936,Feature / Improvement Implementation,107,5
A-5936,Testing & Verification,83,5
A-5936,Design & API Evolution,31,5
A-5936,Build & Release Engineering,9,3
A-5936,Documentation,6,3
A-5936,Code Refactoring & Cleanup,3,2
A-5936,Other,2,1
A-5936,Project / General Task,2,1
A-5936,Performance Optimization,1,1
A-5937,Bug fixing / Maintenance,43,5
A-5937,Feature / Improvement Implementation,26,5
A-5937,Testing & Verification,6,3
A-5937,Design & API Evolution,5,2
A-5937,Build & Release Engineering,2,1
A-5937,Project / General Task,1,1
A-5938,Bug fixing / Maintenance,49,5
A-5938,Feature / Improvement Implementation,9,3
A-5938,Design & API Evolution,4,2
A-5938,Build & Release Engineering,1,1
A-5938,Testing & Verification,1,1
A-5939,Bug fixing / Maintenance,179,5
A-5939,Feature / Improvement Implementation,38,5
A-5939,Testing & Verification,30,5
A-5939,Design & API Evolution,16,4
A-5939,Build & Release Engineering,7,3
A-5939,Performance Optimization,4,2
A-5939,Project / General Task,3,2
A-5939,Code Refactoring & Cleanup,1,1
A-5939,Documentation,1,1
A-594,Documentation,1,1
A-5940,Bug fixing / Maintenance,125,5
A-5940,Feature / Improvement Implementation,81,5
A-5940,Design & API Evolution,33,5
A-5940,Testing & Verification,12,4
A-5940,Code Refactoring & Cleanup,5,2
A-5940,Build & Release Engineering,2,1
A-5940,Performance Optimization,2,1
A-5940,Project / General Task,2,1
A-5940,Documentation,1,1
A-5941,Bug fixing / Maintenance,98,5
A-5941,Testing & Verification,22,5
A-5941,Feature / Improvement Implementation,18,4
A-5941,Build & Release Engineering,11,4
A-5941,Documentation,7,3
A-5941,Design & API Evolution,4,2
A-5941,Code Refactoring & Cleanup,2,1
A-5941,Other,2,1
A-5941,Project / General Task,2,1
A-5942,Bug fixing / Maintenance,22,5
A-5942,Testing & Verification,10,3
A-5942,Feature / Improvement Implementation,5,2
A-5942,Build & Release Engineering,1,1
A-5942,Design & API Evolution,1,1
A-5942,Documentation,1,1
A-5943,Bug fixing / Maintenance,121,5
A-5943,Feature / Improvement Implementation,70,5
A-5943,Testing & Verification,12,4
A-5943,Other,11,4
A-5943,Design & API Evolution,10,3
A-5943,Build & Release Engineering,3,2
A-5943,Documentation,1,1
A-5943,Project / General Task,1,1
A-5944,Bug fixing / Maintenance,6,3
A-5945,Bug fixing / Maintenance,19,4
A-5945,Feature / Improvement Implementation,13,4
A-5945,Testing & Verification,11,4
A-5945,Design & API Evolution,3,2
A-5945,Build & Release Engineering,1,1
A-5945,Code Refactoring & Cleanup,1,1
A-5946,Bug fixing / Maintenance,2,1
A-5946,Project / General Task,1,1
A-5946,Testing & Verification,1,1
A-5947,Bug fixing / Maintenance,9,3
A-5947,Feature / Improvement Implementation,6,3
A-5947,Testing & Verification,3,2
A-5947,Performance Optimization,2,1
A-5947,Build & Release Engineering,1,1
A-5948,Feature / Improvement Implementation,20,4
A-5948,Bug fixing / Maintenance,16,4
A-5948,Design & API Evolution,6,3
A-5948,Documentation,3,2
A-5948,Other,2,1
A-5948,Code Refactoring & Cleanup,1,1
A-5948,Performance Optimization,1,1
A-5948,Testing & Verification,1,1
A-5949,Bug fixing / Maintenance,163,5
A-5949,Testing & Verification,35,5
A-5949,Feature / Improvement Implementation,28,5
A-5949,Design & API Evolution,22,5
A-5949,Build & Release Engineering,5,2
A-5949,Documentation,2,1
A-5949,Project / General Task,2,1
A-5949,Other,1,1
A-595,Feature / Improvement Implementation,1,1
A-5950,Bug fixing / Maintenance,22,5
A-5950,Feature / Improvement Implementation,14,4
A-5950,Testing & Verification,12,4
A-5950,Other,4,2
A-5950,Build & Release Engineering,3,2
A-5950,Design & API Evolution,2,1
A-5950,Project / General Task,1,1
A-5951,Feature / Improvement Implementation,3,2
A-5951,Bug fixing / Maintenance,2,1
A-5951,Build & Release Engineering,1,1
A-5952,Bug fixing / Maintenance,6,3
A-5952,Project / General Task,2,1
A-5952,Design & API Evolution,1,1
A-5952,Feature / Improvement Implementation,1,1
A-5953,Bug fixing / Maintenance,17,4
A-5953,Feature / Improvement Implementation,6,3
A-5953,Documentation,3,2
A-5953,Testing & Verification,3,2
A-5953,Other,2,1
A-5953,Project / General Task,2,1
A-5953,Build & Release Engineering,1,1
A-5953,Code Refactoring & Cleanup,1,1
A-5953,Design & API Evolution,1,1
A-5954,Bug fixing / Maintenance,9,3
A-5954,Feature / Improvement Implementation,3,2
A-5954,Design & API Evolution,1,1
A-5954,Testing & Verification,1,1
A-5955,Feature / Improvement Implementation,10,3
A-5955,Bug fixing / Maintenance,2,1
A-5955,Testing & Verification,2,1
A-5955,Build & Release Engineering,1,1
A-5955,Design & API Evolution,1,1
A-5955,Performance Optimization,1,1
A-5956,Bug fixing / Maintenance,165,5
A-5956,Feature / Improvement Implementation,58,5
A-5956,Testing & Verification,55,5
A-5956,Project / General Task,10,3
A-5956,Other,9,3
A-5956,Design & API Evolution,7,3
A-5956,Build & Release Engineering,6,3
A-5956,Documentation,2,1
A-5956,Performance Optimization,2,1
A-5956,Code Refactoring & Cleanup,1,1
A-5957,Bug fixing / Maintenance,1,1
A-5957,Feature / Improvement Implementation,1,1
A-5958,Other,8,3
A-5958,Testing & Verification,2,1
A-5958,Bug fixing / Maintenance,1,1
A-5958,Feature / Improvement Implementation,1,1
A-5959,Feature / Improvement Implementation,1,1
A-596,Bug fixing / Maintenance,69,5
A-596,Other,8,3
A-596,Testing & Verification,8,3
A-596,Feature / Improvement Implementation,6,3
A-596,Documentation,3,2
A-596,Project / General Task,3,2
A-596,Performance Optimization,2,1
A-5960,Bug fixing / Maintenance,22,5
A-5960,Feature / Improvement Implementation,16,4
A-5960,Testing & Verification,6,3
A-5960,Build & Release Engineering,1,1
A-5961,Bug fixing / Maintenance,25,5
A-5961,Feature / Improvement Implementation,5,2
A-5961,Testing & Verification,5,2
A-5961,Build & Release Engineering,2,1
A-5961,Design & API Evolution,1,1
A-5962,Feature / Improvement Implementation,2,1
A-5962,Bug fixing / Maintenance,1,1
A-5962,Testing & Verification,1,1
A-5963,Bug fixing / Maintenance,6,3
A-5963,Testing & Verification,5,2
A-5964,Bug fixing / Maintenance,6,3
A-5964,Testing & Verification,4,2
A-5964,Design & API Evolution,3,2
A-5964,Feature / Improvement Implementation,2,1
A-5965,Bug fixing / Maintenance,14,4
A-5965,Feature / Improvement Implementation,14,4
A-5965,Testing & Verification,8,3
A-5965,Build & Release Engineering,2,1
A-5965,Design & API Evolution,2,1
A-5965,Project / General Task,2,1
A-5965,Other,1,1
A-5966,Bug fixing / Maintenance,2,1
A-5967,Design & API Evolution,3,2
A-5967,Bug fixing / Maintenance,2,1
A-5967,Feature / Improvement Implementation,2,1
A-5967,Build & Release Engineering,1,1
A-5967,Testing & Verification,1,1
A-5968,Build & Release Engineering,2,1
A-5968,Testing & Verification,2,1
A-5968,Feature / Improvement Implementation,1,1
A-5969,Bug fixing / Maintenance,1,1
A-5969,Feature / Improvement Implementation,1,1
A-5969,Project / General Task,1,1
A-597,Bug fixing / Maintenance,1,1
A-5970,Other,46,5
A-5970,Bug fixing / Maintenance,7,3
A-5970,Project / General Task,4,2
A-5970,Testing & Verification,2,1
A-5970,Build & Release Engineering,1,1
A-5970,Documentation,1,1
A-5970,Feature / Improvement Implementation,1,1
A-5971,Bug fixing / Maintenance,2,1
A-5972,Other,2,1
A-5973,Bug fixing / Maintenance,4,2
A-5973,Feature / Improvement Implementation,4,2
A-5973,Testing & Verification,1,1
A-5974,Feature / Improvement Implementation,3,2
A-5974,Testing & Verification,3,2
A-5974,Bug fixing / Maintenance,2,1
A-5975,Feature / Improvement Implementation,1,1
A-5976,Bug fixing / Maintenance,11,4
A-5977,Bug fixing / Maintenance,2,1
A-5977,Design & API Evolution,1,1
A-5977,Testing & Verification,1,1
A-5978,Feature / Improvement Implementation,7,3
A-5978,Bug fixing / Maintenance,2,1
A-5978,Testing & Verification,2,1
A-5978,Documentation,1,1
A-5979,Bug fixing / Maintenance,15,4
A-5979,Build & Release Engineering,6,3
A-5979,Project / General Task,6,3
A-5979,Feature / Improvement Implementation,4,2
A-5979,Design & API Evolution,2,1
A-5979,Testing & Verification,1,1
A-598,Bug fixing / Maintenance,4,2
A-598,Design & API Evolution,1,1
A-5980,Bug fixing / Maintenance,126,5
A-5980,Feature / Improvement Implementation,68,5
A-5980,Project / General Task,45,5
A-5980,Build & Release Engineering,41,5
A-5980,Testing & Verification,23,5
A-5980,Other,15,4
A-5980,Documentation,6,3
A-5980,Design & API Evolution,5,2
A-5980,Code Refactoring & Cleanup,3,2
A-5981,Bug fixing / Maintenance,14,4
A-5981,Feature / Improvement Implementation,8,3
A-5981,Build & Release Engineering,2,1
A-5981,Design & API Evolution,1,1
A-5982,Bug fixing / Maintenance,2,1
A-5982,Other,1,1
A-5982,Project / General Task,1,1
A-5983,Bug fixing / Maintenance,155,5
A-5983,Design & API Evolution,15,4
A-5983,Feature / Improvement Implementation,10,3
A-5983,Other,9,3
A-5983,Testing & Verification,9,3
A-5983,Build & Release Engineering,1,1
A-5984,Bug fixing / Maintenance,43,5
A-5984,Feature / Improvement Implementation,8,3
A-5984,Project / General Task,4,2
A-5984,Build & Release Engineering,2,1
A-5984,Design & API Evolution,2,1
A-5985,Feature / Improvement Implementation,48,5
A-5985,Bug fixing / Maintenance,42,5
A-5985,Other,36,5
A-5985,Build & Release Engineering,15,4
A-5985,Testing & Verification,12,4
A-5985,Design & API Evolution,7,3
A-5985,Project / General Task,6,3
A-5985,Documentation,2,1
A-5986,Project / General Task,40,5
A-5986,Bug fixing / Maintenance,21,5
A-5986,Feature / Improvement Implementation,9,3
A-5986,Other,9,3
A-5986,Build & Release Engineering,1,1
A-5986,Documentation,1,1
A-5986,Testing & Verification,1,1
A-5987,Bug fixing / Maintenance,4,2
A-5987,Feature / Improvement Implementation,2,1
A-5987,Testing & Verification,2,1
A-5987,Documentation,1,1
A-5988,Other,22,5
A-5988,Bug fixing / Maintenance,17,4
A-5988,Feature / Improvement Implementation,17,4
A-5988,Project / General Task,6,3
A-5988,Build & Release Engineering,3,2
A-5988,Design & API Evolution,2,1
A-5988,Testing & Verification,2,1
A-5989,Testing & Verification,2,1
A-599,Documentation,1,1
A-599,Feature / Improvement Implementation,1,1
A-5990,Feature / Improvement Implementation,1,1
A-5991,Design & API Evolution,1,1
A-5991,Project / General Task,1,1
A-5992,Project / General Task,3,2
A-5992,Bug fixing / Maintenance,2,1
A-5992,Feature / Improvement Implementation,2,1
A-5992,Design & API Evolution,1,1
A-5993,Bug fixing / Maintenance,10,3
A-5993,Feature / Improvement Implementation,4,2
A-5993,Build & Release Engineering,2,1
A-5993,Documentation,1,1
A-5993,Project / General Task,1,1
A-5993,Testing & Verification,1,1
A-5994,Testing & Verification,41,5
A-5994,Bug fixing / Maintenance,29,5
A-5994,Feature / Improvement Implementation,15,4
A-5994,Project / General Task,15,4
A-5994,Build & Release Engineering,8,3
A-5994,Design & API Evolution,3,2
A-5994,Documentation,3,2
A-5994,Performance Optimization,1,1
A-5995,Testing & Verification,16,4
A-5995,Bug fixing / Maintenance,5,2
A-5995,Feature / Improvement Implementation,3,2
A-5995,Documentation,2,1
A-5996,Documentation,1,1
